"","ints","mean.K","mean.EC","mean.ECD","mean.PID","mean.FID","max.K","max.EC","max.ECD","max.PID","max.FID","MiHPT_ID","max.depth","top","bottom"
"289","(50,55]",NA,34384.28125,23899.828125,68.3733050847458,25.10207,-Inf,34715,36622,107.987,26.173,"MIHPT-27",67.25,50,55
"290","(55,60]",NA,34307.8202247191,26966.0674157303,56.4040476190476,27.26656,-Inf,34952,57375,108.162,28.338,"MIHPT-27",67.25,55,60
"291","(60,65]",NA,33726.3958333333,15335.6875,29.9021041666667,29.43108,-Inf,34036,18311,38.268,30.502,"MIHPT-27",67.25,60,65
"292",NA,NA,33747.7826086957,16931.1304347826,27.7455,31.011152173913,-Inf,33960,21973,28.448,31.498,"MIHPT-27",67.25,NA,NA
"293","(-5e-09,5]",NA,7.67701298701299,428907.07,40691.88,27491.29,-Inf,79.43,498062,41429,34181,"MIHPT-27a",36.7,0,5
"294","(5,10]",NA,10.3634,410315.26,38875.98,29005.02,-Inf,20.16,477310,39903,43947,"MIHPT-27a",36.7,5,10
"295","(10,15]",NA,8.9413,907522.81,43559.09,29639.81,-Inf,18.28,4222541,61724,39064,"MIHPT-27a",36.7,10,15
"296","(15,20]",NA,4.5887,409326.47,41094.7,30469.92,-Inf,10.02,709250,47685,39064,"MIHPT-27a",36.7,15,20
"297","(20,25]",NA,3.4258,401086.52,39176.69,30421.09,-Inf,7.38,1120640,47761,43947,"MIHPT-27a",36.7,20,25
"298","(25,30]",1.53953490302313,4.9099,523441.31,38547.15,29932.79,9.10000038146973,11.94,970489,48372,43947,"MIHPT-27a",36.7,25,30
"299","(30,35]",8.64899998903275,3.5423,371690.95,35180.94,29444.49,26,6.42,428480,36164,39064,"MIHPT-27a",36.7,30,35
"300",NA,0.100000001490116,3.87971428571429,361237.416666667,34409.5833333333,31332.5833333333,0.100000001490116,5.84,434584,34562,43947,"MIHPT-27a",36.7,NA,NA
"301","(-5e-09,5]",NA,31.8088311688312,513858.5,39794.68,31837.16,-Inf,1975.56,589618,42116,48830,"MIHPT-28",69.65,0,5
"302","(5,10]",NA,8.871,494717.22,39108.01,31300.03,-Inf,16.55,537126,39674,39064,"MIHPT-28",69.65,5,10
"303","(10,15]",NA,6.0757,513919.5,44052.75,33106.74,-Inf,9.49,656758,57680,43947,"MIHPT-28",69.65,10,15
"304","(15,20]",NA,5.9964,543278.22,47409.01,34669.3,-Inf,13.67,766625,56917,48830,"MIHPT-28",69.65,15,20
"305","(20,25]",NA,3.5266,478664.6,42694.66,31397.69,-Inf,4.58,488296,45701,39064,"MIHPT-28",69.65,20,25
"306","(25,30]",NA,3.6989,489175.09,41479.3,31251.2,-Inf,5.34,539567,44481,39064,"MIHPT-28",69.65,25,30
"307","(30,35]",10.4411111120549,4.6484,225336.5,2216.51,30567.58,80,52.63,361339,2365,48830,"MIHPT-28",69.65,30,35
"308","(35,40]",1.2364285673414,3.65285714285714,271483.892857143,2299.85714285714,32960.25,4.5,4.86,362560,2441,39064,"MIHPT-28",69.65,35,40
"309","(40,45]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-28",69.65,40,45
"310","(45,50]",28.9383838416049,6.32575757575758,966703.04040404,3100.38383838384,38274.8181818182,150,9.19,2274239,3281,68361,"MIHPT-28",69.65,45,50
"311","(50,55]",0.100000001490116,6.1817,2227289.68,3174.6,39112.77,0.100000001490116,10.85,15565660,3967,78127,"MIHPT-28",69.65,50,55
"312","(55,60]",0.100000001490116,10.5414705882353,6236762.55882353,3422.02941176471,43085.2647058823,0.100000001490116,16.15,12059694,3815,63478,"MIHPT-28",69.65,55,60
"313","(60,65]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-28",69.65,60,65
"314","(65,70]",150,16.799,1442182.8,3052,25391.6,150,18.44,2161931,3128,34181,"MIHPT-28",69.65,65,70
"315","(-5e-09,5]",NA,31.8088311688312,513858.5,39794.68,31837.16,-Inf,1975.56,589618,42116,48830,"MIHPT-28a",31.9,0,5
"316","(5,10]",NA,8.871,494717.22,39108.01,31300.03,-Inf,16.55,537126,39674,39064,"MIHPT-28a",31.9,5,10
"317","(10,15]",NA,6.0757,513919.5,44052.75,33106.74,-Inf,9.49,656758,57680,43947,"MIHPT-28a",31.9,10,15
"318","(15,20]",NA,5.9964,543278.22,47409.01,34669.3,-Inf,13.67,766625,56917,48830,"MIHPT-28a",31.9,15,20
"319","(20,25]",NA,3.5266,478664.6,42694.66,31397.69,-Inf,4.58,488296,45701,39064,"MIHPT-28a",31.9,20,25
"320","(25,30]",13.6473684310913,3.6989,489175.09,41479.3,31251.2,17,5.34,539567,44481,39064,"MIHPT-28a",31.9,25,30
"321",NA,12.1181818355214,3.50974358974359,506378.4375,40708.875,34181,22,4.43,544450,41505,43947,"MIHPT-28a",31.9,NA,NA
"322","(-5e-09,5]",NA,15.3577922077922,484817.03,43171.46,34718.13,-Inf,47.07,540788,43489,43947,"MIHPT-29",52.05,0,5
"323","(5,10]",NA,9.4222,589117.11,44444.86,36085.37,-Inf,17.62,833766,50203,48830,"MIHPT-29",52.05,5,10
"324","(10,15]",NA,5.373,486660.36,44911.78,36231.86,-Inf,12.2,695822,50584,43947,"MIHPT-29",52.05,10,15
"325","(15,20]",NA,4.5848,460756.3,44112.22,37354.95,-Inf,6.26,528581,46388,43947,"MIHPT-29",52.05,15,20
"326","(20,25]",16,4.1504,464882.32,44748.53,36329.52,16,6.22,552995,46236,43947,"MIHPT-29",52.05,20,25
"327","(25,30]",NA,4.08444444444444,451674,44480.5,41505.5,-Inf,4.64,456557,44633,48830,"MIHPT-29",52.05,25,30
"328","(30,35]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-29",52.05,30,35
"329","(35,40]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-29",52.05,35,40
"330","(40,45]",7.63499999880791,5.8983,734812.44,44464.73,58181.27,82,38.08,1085238,44785,72024,"MIHPT-29",52.05,40,45
"331","(45,50]",0.161000000983476,4.6782,1148167.34,44577.64,63247.4,5,8.68,2587970,44861,97660,"MIHPT-29",52.05,45,50
"332",NA,0.100000001490116,6.37666666666667,1983960,44716.7894736842,69197.5263157895,0.100000001490116,12.47,2703940,44861,100101,"MIHPT-29",52.05,NA,NA
"333","(-5e-09,5]",NA,15.3577922077922,484817.03,43171.46,34718.13,-Inf,47.07,540788,43489,43947,"MIHPT-29a",26.3,0,5
"334","(5,10]",NA,9.4222,589117.11,44444.86,36085.37,-Inf,17.62,833766,50203,48830,"MIHPT-29a",26.3,5,10
"335","(10,15]",NA,5.373,486660.36,44911.78,36231.86,-Inf,12.2,695822,50584,43947,"MIHPT-29a",26.3,10,15
"336","(15,20]",NA,4.5848,460756.3,44112.22,37354.95,-Inf,6.26,528581,46388,43947,"MIHPT-29a",26.3,15,20
"337","(20,25]",NA,4.1504,464882.32,44748.53,36329.52,-Inf,6.22,552995,46236,43947,"MIHPT-29a",26.3,20,25
"338",NA,NA,4.08444444444444,451674,44480.5,41505.5,-Inf,4.64,456557,44633,48830,"MIHPT-29a",26.3,NA,NA
"339","(-5e-09,5]",NA,12.0720779220779,344114.53,39261.32,29200.34,-Inf,40.21,379650,39674,39064,"MIHPT-30",18,0,5
"340","(5,10]",NA,9.9161,322055.65,40081.44,29932.79,-Inf,22.39,375988,40742,39064,"MIHPT-30",18,5,10
"341","(10,15]",NA,3.3801,329758.55,40912.35,30567.58,-Inf,5.49,338145,41734,43947,"MIHPT-30",18,10,15
"342","(15,20]",NA,3.66540983606557,347557.657894737,41874.6578947368,31868,-Inf,8.24,358898,42573,43947,"MIHPT-30",18,15,20
"343","(-5e-09,5]",NA,12.0720779220779,344114.53,39261.32,29200.34,-Inf,40.21,379650,39674,39064,"MIHPT-30B",42,0,5
"344","(5,10]",NA,9.9161,322055.65,40081.44,29932.79,-Inf,22.39,375988,40742,39064,"MIHPT-30B",42,5,10
"345","(10,15]",NA,3.3801,329758.55,40912.35,30567.58,-Inf,5.49,338145,41734,43947,"MIHPT-30B",42,10,15
"346","(15,20]",NA,3.66540983606557,347557.657894737,41874.6578947368,31868,-Inf,8.24,358898,42573,43947,"MIHPT-30B",42,15,20
"347","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-30B",42,20,25
"348","(25,30]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-30B",42,25,30
"349","(30,35]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-30B",42,30,35
"350","(35,40]",NA,12.67,407492.653846154,41820.9230769231,26293.0769230769,-Inf,18.81,444350,42305,34181,"MIHPT-30B",42,35,40
"351",NA,NA,3.28439024390244,310881.777777778,41381.1111111111,27941.6111111111,-Inf,12.69,399182,41695,39064,"MIHPT-30B",42,NA,NA
"352","(-5e-09,5]",NA,12.0720779220779,344114.53,39261.32,29200.34,-Inf,40.21,379650,39674,39064,"MIHPT-30C",40.95,0,5
"353","(5,10]",NA,9.9161,322055.65,40081.44,29932.79,-Inf,22.39,375988,40742,39064,"MIHPT-30C",40.95,5,10
"354","(10,15]",NA,3.3801,329758.55,40912.35,30567.58,-Inf,5.49,338145,41734,43947,"MIHPT-30C",40.95,10,15
"355","(15,20]",NA,3.66540983606557,347557.657894737,41874.6578947368,31868,-Inf,8.24,358898,42573,43947,"MIHPT-30C",40.95,15,20
"356","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-30C",40.95,20,25
"357","(25,30]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-30C",40.95,25,30
"358","(30,35]",NA,3.9691,447134.47,43378.27,23450.47,-Inf,27.48,660276,43641,31739,"MIHPT-30C",40.95,30,35
"359","(35,40]",NA,2.7814,418899.75,43346.625,21655.5520833333,-Inf,3.65,519891,43489,46388,"MIHPT-30C",40.95,35,40
"360",NA,NA,3.1915,NA,NA,NA,-Inf,5.5,-Inf,-Inf,-Inf,"MIHPT-30C",40.95,NA,NA
"361","(-5e-09,5]",NA,3.44350649350649,552910,9244.17,47999.89,-Inf,6.17,714133,9461,58596,"MIHPT-31",51.85,0,5
"362","(5,10]",NA,6.5675,475258.74,9178.68,48927.66,-Inf,16.4,697043,9384,58596,"MIHPT-31",51.85,5,10
"363","(10,15]",3.94957445530181,8.0133,447169.47,9182.49,47902.23,8.10000038146973,29.97,482192,9308,58596,"MIHPT-31",51.85,10,15
"364","(15,20]",0.202399998903274,4.1226,444837.84,9150.41,47560.42,4.69999980926514,5.7,480972,9308,58596,"MIHPT-31",51.85,15,20
"365","(20,25]",0.55140000231564,6.4643,504641.87,9287.58,46925.63,5.5,8.16,606708,9613,58596,"MIHPT-31",51.85,20,25
"366","(25,30]",0.100000001490116,6.0083,475356.29,9148.86,43556.36,0.100000001490116,7.38,524918,9308,53713,"MIHPT-31",51.85,25,30
"367","(30,35]",0.103400001451373,6.8111,513211.49,9169.54,42726.25,0.439999997615814,10.23,694601,9461,53713,"MIHPT-31",51.85,30,35
"368","(35,40]",0.100000001490116,7.0734,496169.97,9157.29,41505.5,0.100000001490116,7.65,515152,9308,48830,"MIHPT-31",51.85,35,40
"369","(40,45]",0.100000001490116,8.1255,483010.37,9105.25,39552.3,0.100000001490116,10.42,588397,9461,53713,"MIHPT-31",51.85,40,45
"370","(45,50]",0.100000001490116,9.8632,556877.33,9230.32,39601.13,0.100000001490116,13.5,849635,9690,53713,"MIHPT-31",51.85,45,50
"371",NA,0.100000001490116,10.2255263157895,752627.133333333,9547.13333333333,42970.4,0.100000001490116,11.53,853298,9690,48830,"MIHPT-31",51.85,NA,NA
"372","(-5e-09,5]",NA,15.0054545454545,331382.11,9171.64,108939.05,-Inf,28.41,516373,9461,1044954,"MIHPT-32",44.8,0,5
"373","(5,10]",64,18.7145,326682.27,9213.72,161674.95,78,115.12,338145,9461,820338,"MIHPT-32",44.8,5,10
"374","(10,15]",43.13,17.3692,320883.72,9187.06,74221.16,58,25.17,323496,9308,268563,"MIHPT-32",44.8,10,15
"375","(15,20]",32.2719999933243,14.654,4017505.4,11930.47,37696.71,54,33.78,11006195,16938,68361,"MIHPT-32",44.8,15,20
"376","(20,25]",1.72559999980032,14.0716,10013098.58,18150.89,39845.28,15,16.65,15532701,23652,58596,"MIHPT-32",44.8,20,25
"377","(25,30]",0.100000001490116,14.4895,12517569.44,24269.09,45167.67,0.100000001490116,33.4,15541245,28535,63478,"MIHPT-32",44.8,25,30
"378","(30,35]",0.316900000572205,15.0723,5502584.84,19733.28,32764.93,3.59999990463257,53.82,12464980,23499,58596,"MIHPT-32",44.8,30,35
"379","(35,40]",3.90529999934137,11.2095,6414429.15,19788.96,33399.72,15,15.87,15547350,24262,43947,"MIHPT-32",44.8,35,40
"380","(40,45]",0.100000001490116,10.9092783505155,4260284.97297297,18192.5810810811,34972.8378378378,0.100000001490116,14.34,10460525,21897,48830,"MIHPT-32",44.8,40,45
"381","(-5e-09,5]",NA,7.46571428571429,462685.05,11976.38,33302.06,-Inf,9.42,670186,12131,43947,"MIHPT-33",45.5,0,5
"382","(5,10]",17.6000000168295,17.8899,461256.77,11783.25,321884.93,28,30.02,466323,11979,2011780,"MIHPT-33",45.5,5,10
"383","(10,15]",3.36170001283288,14.5124,459096.04,11795.54,73537.62,14,21.52,462661,11979,366222,"MIHPT-33",45.5,10,15
"384","(15,20]",0.383800002485514,12.2412,478884.22,11896.19,36085.37,3.40000009536743,18.97,686056,12131,48830,"MIHPT-33",45.5,15,20
"385","(20,25]",0.100000001490116,12.2119,833375.04,11996.92,33057.91,0.100000001490116,20.24,1502732,12589,48830,"MIHPT-33",45.5,20,25
"386","(25,30]",0.100000001490116,11.8037,1509494.29,12356.98,34571.64,0.100000001490116,24.42,5584887,14115,43947,"MIHPT-33",45.5,25,30
"387","(30,35]",0.100000001490116,15.4139,4865138.65,14379.52,35792.39,0.100000001490116,37.49,14042176,18464,53713,"MIHPT-33",45.5,30,35
"388","(35,40]",0.100000001490116,10.9842,4607110.84,15252.36,35011.11,0.100000001490116,18.95,10050356,17319,43947,"MIHPT-33",45.5,35,40
"389","(40,45]",0.276987954256046,10.7021,6336003.22727273,15784.5909090909,40451.2159090909,2.5,11.76,15015106,20600,53713,"MIHPT-33",45.5,40,45
"390",NA,NA,10.8672727272727,NA,NA,NA,-Inf,11.01,-Inf,-Inf,-Inf,"MIHPT-33",45.5,NA,NA
"391","(-5e-09,5]",NA,2.49662337662338,416199.17,7214.58,32960.25,-Inf,3.37,610370,7401,48830,"MIHPT-34",56.25,0,5
"392","(5,10]",33.3211538379009,12.516,361485.54,7206.09,781029.8,75,24.55,435804,7477,4038209,"MIHPT-34",56.25,5,10
"393","(10,15]",41.0834000002593,12.2212,866664.46,7730.38,55958.84,99,18.43,2553789,8774,122074,"MIHPT-34",56.25,10,15
"394","(15,20]",0.620000004172325,11.052,1562095.99,8564.33,44239.98,9,15.36,2663656,9308,58596,"MIHPT-34",56.25,15,20
"395","(20,25]",0.100000001490116,13.67,870937.25,8391.81,46339.46,0.100000001490116,37.45,1524705,8774,78127,"MIHPT-34",56.25,20,25
"396","(25,30]",1.38799999944866,8.0691,926688.43,9094.56,167241.43,17,10.95,1735893,18006,444350,"MIHPT-34",56.25,25,30
"397","(30,35]",0.371100002080202,6.047,1834199.1,15936.8,348692.27,11,7.09,2683187,18769,986358,"MIHPT-34",56.25,30,35
"398","(35,40]",0.100900001451373,7.0227,1307327.48,14150.66,89455.92,0.189999997615814,11.42,2260811,17930,312510,"MIHPT-34",56.25,35,40
"399","(40,45]",0.100000001490116,9.417,1530039.41,16514.33,78029.81,0.100000001490116,24.89,3255715,26399,317392,"MIHPT-34",56.25,40,45
"400","(45,50]",0.100000001490116,7.7274,2081008.36,19605.89,36720.11,0.100000001490116,16.73,7607654,46617,83010,"MIHPT-34",56.25,45,50
"401","(50,55]",0.100000001490116,9.7887,3784649.15,26809,39161.63,0.100000001490116,19,8241218,46617,63478,"MIHPT-34",56.25,50,55
"402",NA,NA,9.05807692307692,3846146,28738,47202.3333333333,-Inf,12.91,4422742,30442,48830,"MIHPT-34",56.25,NA,NA
"403","(-5e-09,5]",NA,2.49662337662338,416199.17,7214.58,32960.25,-Inf,3.37,610370,7401,48830,"MIHPT-34a",56.25,0,5
"404","(5,10]",33.3211538379009,12.516,361485.54,7206.09,781029.8,75,24.55,435804,7477,4038209,"MIHPT-34a",56.25,5,10
"405","(10,15]",41.0834000002593,12.2212,866664.46,7730.38,55958.84,99,18.43,2553789,8774,122074,"MIHPT-34a",56.25,10,15
"406","(15,20]",0.620000004172325,11.052,1562095.99,8564.33,44239.98,9,15.36,2663656,9308,58596,"MIHPT-34a",56.25,15,20
"407","(20,25]",0.100000001490116,13.67,870937.25,8391.81,46339.46,0.100000001490116,37.45,1524705,8774,78127,"MIHPT-34a",56.25,20,25
"408","(25,30]",1.38799999944866,8.0691,926688.43,9094.56,167241.43,17,10.95,1735893,18006,444350,"MIHPT-34a",56.25,25,30
"409","(30,35]",0.371100002080202,6.047,1834199.1,15936.8,348692.27,11,7.09,2683187,18769,986358,"MIHPT-34a",56.25,30,35
"410","(35,40]",0.100900001451373,7.0227,1307327.48,14150.66,89455.92,0.189999997615814,11.42,2260811,17930,312510,"MIHPT-34a",56.25,35,40
"411","(40,45]",0.100000001490116,9.417,1530039.41,16514.33,78029.81,0.100000001490116,24.89,3255715,26399,317392,"MIHPT-34a",56.25,40,45
"412","(45,50]",0.100000001490116,7.7274,2081008.36,19605.89,36720.11,0.100000001490116,16.73,7607654,46617,83010,"MIHPT-34a",56.25,45,50
"413","(50,55]",0.100000001490116,9.7887,3784649.15,26809,39161.63,0.100000001490116,19,8241218,46617,63478,"MIHPT-34a",56.25,50,55
"414",NA,NA,9.05807692307692,3846146,28738,47202.3333333333,-Inf,12.91,4422742,30442,48830,"MIHPT-34a",56.25,NA,NA
"415","(-5e-09,5]",NA,3.83051948051948,553971.92,12620.94,40919.54,-Inf,5.36,623798,12818,48830,"MIHPT-36",53.65,0,5
"416","(5,10]",1.59333333075046,14.1013,463112.3,12596.59,44484.08,4,20.9,593280,12818,73244,"MIHPT-36",53.65,5,10
"417","(10,15]",7.58649998724461,13.8891,458949.54,12664.36,40089.43,19,21.26,524918,13047,53713,"MIHPT-36",53.65,10,15
"418","(15,20]",4.49060001783073,12.4122,823828.84,13074.87,41896.13,11,18.8,2076479,14267,63478,"MIHPT-36",53.65,15,20
"419","(20,25]",0.56519999563694,14.5326,4389916.69,16598.26,44874.76,5.69999980926514,18.77,12367321,23881,63478,"MIHPT-36",53.65,20,25
"420","(25,30]",2.81189998745918,13.7337,5646815.39,18849.06,42872.74,7.40000009536743,16.83,12832423,25407,58596,"MIHPT-36",53.65,25,30
"421","(30,35]",0.100000001490116,11.5419,6026600,19873.66,43898.17,0.100000001490116,15.14,13125401,25559,58596,"MIHPT-36",53.65,30,35
"422","(35,40]",0.100000001490116,12.9141,9021955.07,23877.67,50197.2,0.100000001490116,30.12,15657216,30442,68361,"MIHPT-36",53.65,35,40
"423","(40,45]",0.322000001445413,26.7625,7139414.63,23238.29,50392.44,10,52.2,15645009,33799,87893,"MIHPT-36",53.65,40,45
"424","(45,50]",4.76099999800324,11.8648,9086159.98,22486.06,48292.79,42,17.87,15553453,32273,73244,"MIHPT-36",53.65,45,50
"425","(50,55]",0.100000001490116,19.9698648648649,8808527.45098039,19572.2352941176,40117.1960784314,0.100000001490116,72.01,15555895,25254,58596,"MIHPT-36",53.65,50,55
