"","ints","mean.K","mean.EC","mean.ECD","mean.PID","mean.FID","max.K","max.EC","max.ECD","max.PID","max.FID","MiHPT_ID","max.depth","top","bottom"
"426","(-5e-09,5]",NA,2.12207792207792,327903.08,16442.58,121585.7,-Inf,3.1,385754,16709,136723,"MIHPT-37",45.05,0,5
"427","(5,10]",36.3571428571429,18.4499,265718.66,16939.35,118118.77,55,37.31,301523,17548,131840,"MIHPT-37",45.05,5,10
"428","(10,15]",50.5270000004023,15.4309,250972.14,17458.19,114700.67,95,40.92,257576,18311,156255,"MIHPT-37",45.05,10,15
"429","(15,20]",2.02410001009703,17.0261,247834.9,18976.4,162407.24,14,28.5,256356,19532,375988,"MIHPT-37",45.05,15,20
"430","(20,25]",2.70340000644326,15.7352,248310.76,19519.74,242390.22,27,35.9,251473,19837,498062,"MIHPT-37",45.05,20,25
"431","(25,30]",8.19320000633597,9.8926,247529.62,19392.33,407824.95,31,12.43,251473,19684,1088900,"MIHPT-37",45.05,25,30
"432","(30,35]",14.0666999997199,8.6547,246748.39,19509.83,260115.38,32,11.92,251473,19684,507828,"MIHPT-37",45.05,30,35
"433","(35,40]",9.79970000252128,12.7744,249885.72,19431.23,235114.6,35,47.43,252693,19684,571306,"MIHPT-37",45.05,35,40
"434","(40,45]",2.15716217045446,13.255,250808.215189873,19363.8481012658,215406.594936709,16,33.91,255135,19532,424818,"MIHPT-37",45.05,40,45
"435",NA,NA,8.895,NA,NA,NA,-Inf,9.11,-Inf,-Inf,-Inf,"MIHPT-37",45.05,NA,NA
"436","(-5e-09,5]",NA,1.37480519480519,388891.29,8311.66,27637.78,-Inf,3.51,439467,8545,48830,"MIHPT-38",54.25,0,5
"437","(5,10]",NA,2.9808,314841.16,8433.8,27491.29,-Inf,8.62,389416,9003,39064,"MIHPT-38",54.25,5,10
"438","(10,15]",0.100000001490116,2.6349,309506.54,8620.72,27881.93,0.100000001490116,6.65,314951,9079,39064,"MIHPT-38",54.25,10,15
"439","(15,20]",0.100000001490116,5.8194,316855.4,8790.84,29688.64,0.100000001490116,10.39,399182,9690,43947,"MIHPT-38",54.25,15,20
"440","(20,25]",0.100000001490116,9.8067,528849.21,8915.96,27979.59,0.100000001490116,11.87,875271,9461,39064,"MIHPT-38",54.25,20,25
"441","(25,30]",0.100000001490116,11.3573,2000231.93,12062.43,30128.11,0.100000001490116,16.88,8569597,25101,43947,"MIHPT-38",54.25,25,30
"442","(30,35]",0.539999998956919,9.3455,2200677.51,12588.9,30079.28,8,13.2,6869106,21897,43947,"MIHPT-38",54.25,30,35
"443","(35,40]",0.100000001490116,8.2316,1071944.32,10497.66,29346.83,0.100000001490116,12.37,1558886,11444,43947,"MIHPT-38",54.25,35,40
"444","(40,45]",0.100000001490116,7.5375,743015.81,9914.72,29883.96,0.100000001490116,9.69,1379437,11368,43947,"MIHPT-38",54.25,40,45
"445","(45,50]",0.100000001490116,7.7151,584966.59,9630.14,29493.32,0.100000001490116,11.99,676290,10071,39064,"MIHPT-38",54.25,45,50
"446","(50,55]",0.187931035099358,7.22441860465116,597775.317460318,9659.34920634921,30305.6031746032,2.79999995231628,11.4,645772,10071,39064,"MIHPT-38",54.25,50,55
"447","(5,10]",12.7848484755758,15.142380952381,471589.11627907,8861.91860465116,570341.348837209,45,22,483413,9156,3505966,"MIHPT-39",69.35,5,10
"448","(10,15]",28.27589999965,10.2218,474440.9,9004.5,287850.75,81,14.94,478530,9308,2026429,"MIHPT-39",69.35,10,15
"449","(15,20]",15.93700000264,10.5846,982549.52,9629.44,44239.98,28,13.65,1615040,10071,53713,"MIHPT-39",69.35,15,20
"450","(20,25]",5.0367999918,11.2021,1636524.55,10693.72,48976.32,18,16.96,4593646,12665,78127,"MIHPT-39",69.35,20,25
"451","(25,30]",9.81200001714,12.7764,5075240.34,13614.35,67726.38,16,18.13,7561266,15107,83010,"MIHPT-39",69.35,25,30
"452","(30,35]",18.81000000344,13.0499,3088473.12,13267.13,51369.02,49,30.54,6261178,14954,73244,"MIHPT-39",69.35,30,35
"453","(35,40]",12.33100000242,11.1685,5778814.06,15057.85,51124.97,35,12.85,15592517,22431,63478,"MIHPT-39",69.35,35,40
"454","(40,45]",76.94,9.7447,3963219.16,14829.71,49025.3,150,11.65,15593738,24262,63478,"MIHPT-39",69.35,40,45
"455","(45,50]",88.66,12.0952,2338425.86,13782.98,48683.51,97,13.81,3155614,14267,58596,"MIHPT-39",69.35,45,50
"456","(50,55]",85.25,12.2843,2145988.34,13882.14,47853.4,93,13.24,3331400,14496,58596,"MIHPT-39",69.35,50,55
"457","(55,60]",89.16,12.2308,2455433.82,14313.16,48244.04,120,12.98,3216651,14649,58596,"MIHPT-39",69.35,55,60
"458","(60,65]",81.14,13.1316,1159105.25,13798.22,48390.53,130,15.34,2347484,14420,58596,"MIHPT-39",69.35,60,65
"459","(65,70]",72.9,14.2298863636364,566104.276923077,13319.1846153846,52285.6615384615,110,17.59,583514,13504,58596,"MIHPT-39",69.35,65,70
"460","(-5e-09,5]",NA,1.60714285714286,599175.99,11340.7,56642.39,-Inf,3.11,656758,11750,102542,"MIHPT-40",39,0,5
"461","(5,10]",NA,19.715,499502.57,11513.08,53077.87,-Inf,48.1,596942,11826,112308,"MIHPT-40",39,5,10
"462","(10,15]",9.80874999403022,26.9585,466115.38,11978.59,34571.64,25,36.63,476089,12436,53713,"MIHPT-40",39,10,15
"463","(15,20]",0.482400001212954,16.3551,466322.8,12456.14,82815.17,2.79999995231628,44.81,485855,13962,302744,"MIHPT-40",39,15,20
"464","(20,25]",6.0253999954462,9.2896,441969.02,12128.81,46827.79,20,11.5,474868,12513,136723,"MIHPT-40",39,20,25
"465","(25,30]",0.981699995696545,10.8018,418775,13135.96,55177.63,11,13.37,426038,15259,161138,"MIHPT-40",39,25,30
"466","(30,35]",0.100000001490116,12.7994,427185.89,13144.31,68947.54,0.100000001490116,15.85,451674,14725,219733,"MIHPT-40",39,30,35
"467","(35,40]",0.100000001490116,11.9943209876543,435299.25862069,15860.4137931034,79137.6379310345,0.100000001490116,15.51,451674,21973,229499,"MIHPT-40",39,35,40
"468","(-5e-09,5]",NA,2.30597402597403,555900.79,12597.19,43312.21,-Inf,6.9,640889,13047,53713,"MIHPT-41",62.3,0,5
"469","(5,10]",NA,3.3469,576543.45,14053.78,48683.5,-Inf,5.67,606708,19761,63478,"MIHPT-41",62.3,5,10
"470","(10,15]",2.90399998903275,3.7413,601690.7,15933.68,52736.33,7.40000009536743,7.01,628681,27161,73244,"MIHPT-41",62.3,10,15
"471","(15,20]",0.154400000795722,3.5383,663850.79,17876.26,54591.86,2,5.68,703146,23652,68361,"MIHPT-41",62.3,15,20
"472","(20,25]",1.43600000143051,3.7428,785644.17,16448.73,58009.81,44,5.07,1013214,17853,78127,"MIHPT-41",62.3,20,25
"473","(25,30]",0.174000001475215,4.5684,1061336.08,17938.79,53420.01,7.5,6.59,1319620,20524,63478,"MIHPT-41",62.3,25,30
"474","(30,35]",0.15000000141561,4.5755,1016437.27,17330.72,50587.86,2.29999995231628,5.87,1134068,18235,63478,"MIHPT-41",62.3,30,35
"475","(35,40]",0.243500000983476,5.3778,1353495.95,20055.2,59718.68,3.29999995231628,6.84,2113102,24567,78127,"MIHPT-41",62.3,35,40
"476","(40,45]",0.100000001490116,8.0873,1631373.05,22824.81,84426.07,0.100000001490116,10.61,2471999,25483,102542,"MIHPT-41",62.3,40,45
"477","(45,50]",0.573999999016523,9.1054,1168724.67,22783.59,104788.18,3.5,10.56,1348918,23881,122074,"MIHPT-41",62.3,45,50
"478","(50,55]",0.178500002399087,9.5581,1165733.8,23814.43,115872.59,2.70000004768372,10.9,1262246,24339,126957,"MIHPT-41",62.3,50,55
"479","(55,60]",0.113400001525879,9.4127,1218384.37,24596.41,124759.65,0.850000023841858,14.08,1630909,27161,136723,"MIHPT-41",62.3,55,60
"480",NA,0.100000001490116,11.1742553191489,1324401.54166667,26204.625,134281.5,0.100000001490116,14.61,1707816,30290,156255,"MIHPT-41",62.3,NA,NA
"481","(-5e-09,5]",NA,2.92519480519481,833521.5,11993.04,35108.77,-Inf,4.99,864284,12207,48830,"MIHPT-42",46.75,0,5
"482","(5,10]",NA,2.9656,894314.4,12530.1,48341.68,-Inf,6.06,963164,13047,63478,"MIHPT-42",46.75,5,10
"483","(10,15]",NA,3.017,1006793.34,13210.75,65382.6,-Inf,5.09,1048616,13504,78127,"MIHPT-42",46.75,10,15
"484","(15,20]",0.100000001490116,3.4585,1062385.99,13596.69,72609.21,0.100000001490116,5.84,1107212,14039,87893,"MIHPT-42",46.75,15,20
"485","(20,25]",0.100000001490116,4.6746,1026386.34,13824.23,71437.29,0.100000001490116,6.79,1082797,14039,83010,"MIHPT-42",46.75,20,25
"486","(25,30]",0.100000001490116,4.5483,995135.36,14020.29,69288.77,0.100000001490116,6.43,1011994,14344,78127,"MIHPT-42",46.75,25,30
"487","(30,35]",0.100000001490116,5.0334,949223.27,14493.22,75929.65,0.100000001490116,6.97,1021760,15107,112308,"MIHPT-42",46.75,30,35
"488","(35,40]",0.100000001490116,9.2864,1024738.33,15158.53,87355.87,0.100000001490116,12.4,1837214,15870,97659,"MIHPT-42",46.75,35,40
"489","(40,45]",1.90540000222623,9.461,1289883.15,15366.11,87648.85,22,13.27,2966399,16327,102542,"MIHPT-42",46.75,40,45
"490",NA,14.2374999523163,7.75,1091341.84615385,15400.1538461538,87141.7692307692,22,11.05,1287881,15564,126957,"MIHPT-42",46.75,NA,NA
"491","(-5e-09,5]",NA,3.6287012987013,725180.83,16911.7,52345.72,-Inf,5.15,809351,17090,63478,"MIHPT-43",36.2,0,5
"492","(5,10]",NA,4.0558,756346.27,16994.87,51662.13,-Inf,7.51,784936,18540,63478,"MIHPT-43",36.2,5,10
"493","(10,15]",0.100000001490116,4.3015,785851.59,17178.09,51515.64,0.100000001490116,6.68,811792,18082,63478,"MIHPT-43",36.2,10,15
"494","(15,20]",0.704000003784895,4.5942,815137.21,17812.14,51466.81,13,6.08,848415,19074,63478,"MIHPT-43",36.2,15,20
"495","(20,25]",0.100000001490116,6.3084,839136.9,19044.3,54298.86,0.100000001490116,8.62,882595,28764,68361,"MIHPT-43",36.2,20,25
"496","(25,30]",0.100000001490116,7.4951,931156.31,19067.19,55763.77,0.100000001490116,9.76,981475,19913,63478,"MIHPT-43",36.2,25,30
"497","(30,35]",0.100000001490116,6.6647,944096.16,20014.84,65773.51,0.100000001490116,9.29,1018098,21821,92776,"MIHPT-43",36.2,30,35
"498",NA,NA,5.9216,917386.5,21592,85451.5,-Inf,6.49,917997,21592,87893,"MIHPT-43",36.2,NA,NA
"499","(-5e-09,5]",NA,11.2031168831169,627631.49,14880.84,46632.65,-Inf,16.74,888699,15030,58596,"MIHPT-44",51.95,0,5
"500","(5,10]",NA,5.7447,610260.31,14969.23,46486.14,-Inf,10.99,639668,16251,68361,"MIHPT-44",51.95,5,10
"501","(10,15]",NA,6.4145,602630.64,14860.05,44288.81,-Inf,8.51,618915,15107,53713,"MIHPT-44",51.95,10,15
"502","(15,20]",3.25680851801596,5.4094,626483.98,14872.29,43751.68,9.89999961853027,6.7,678732,15259,53713,"MIHPT-44",51.95,15,20
"503","(20,25]",5.35800002232194,5.8568,657100.13,15215.77,48781.12,15,6.96,822779,17319,68361,"MIHPT-44",51.95,20,25
"504","(25,30]",0.110300001576543,5.7877,639374.93,15135.62,49171.74,0.569999992847443,9.08,891140,17701,68361,"MIHPT-44",51.95,25,30
"505","(30,35]",0.108600001260638,5.5382,597869.81,15128.72,49122.95,0.959999978542328,7.46,698264,16785,63478,"MIHPT-44",51.95,30,35
"506","(35,40]",0.100000001490116,6.4382,1044282.37,15924.55,52052.68,0.100000001490116,7.88,1660207,17777,73244,"MIHPT-44",51.95,35,40
"507","(40,45]",0.30270000167191,6.8325,882644.12,15142.53,47609.25,7.90000009536743,8.47,1787164,15946,58596,"MIHPT-44",51.95,40,45
"508","(45,50]",0.100000001490116,8.0765,983111.1,15240.97,49025.32,0.100000001490116,9.42,1467330,16022,58596,"MIHPT-44",51.95,45,50
"509",NA,0.100000001490116,8.667,734526.647058823,14913.5882352941,49117.2352941177,0.100000001490116,9.21,830103,15030,53713,"MIHPT-44",51.95,NA,NA
"510","(-5e-09,5]",NA,2.58480519480519,183684.8,40044.84,79494.24,-Inf,4.16,241707,40590,87893,"MIHPT-45",52.95,0,5
"511","(5,10]",NA,10.8741,152848.9,41309.06,93166.64,-Inf,24.32,217292,51347,151372,"MIHPT-45",52.95,5,10
"512","(10,15]",1.84089551632529,11.6655,371129.51,46350.74,90334.5,12,20.71,1042512,56078,122074,"MIHPT-45",52.95,10,15
"513","(15,20]",0.100000001490116,18.949,4040882.61,53952.92,85402.67,0.100000001490116,31.3,10947599,73626,102542,"MIHPT-45",52.95,15,20
"514","(20,25]",0.439600003734231,16.1499,6244306.77,60830.97,91018.12,6,32.42,13722342,80874,107425,"MIHPT-45",52.95,20,25
"515","(25,30]",0.56520000398159,16.2242,6607098.57,63279.35,96047.61,6.09999990463257,29.62,11360210,78661,107425,"MIHPT-45",52.95,25,30
"516","(30,35]",0.21090000256896,15.5296,3621216.42,51770.09,91164.61,5.80000019073486,30.38,5868099,58977,97659,"MIHPT-45",52.95,30,35
"517","(35,40]",2.80640000909567,11.0676,4483291.1,55405.56,94875.69,15,22.73,6699424,63173,107425,"MIHPT-45",52.95,35,40
"518","(40,45]",0.124000001475215,14.5583,2109671.36,47131.28,93899.09,2.5,20.5,3256935,52339,107425,"MIHPT-45",52.95,40,45
"519","(45,50]",0.713899987265468,12.2696,1495211.64,46829.88,97317.19,15,21.02,2367016,52568,112308,"MIHPT-45",52.95,45,50
"520","(50,55]",4.22500000358559,10.4833333333333,2033852.45945946,51642.2972972973,101618.189189189,21,19.06,2728355,55620,112308,"MIHPT-45",52.95,50,55
"521","(-5e-09,5]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-46",57.7,0,5
"522","(5,10]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-46",57.7,5,10
"523","(10,15]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-46",57.7,10,15
"524","(15,20]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-46",57.7,15,20
"525","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-46",57.7,20,25
"526","(25,30]",0.100000001490116,47.5407070707071,165268.505050505,19810.8282828283,558285.272727273,0.100000001490116,73.17,209967,23957,2309641,"MIHPT-46",57.7,25,30
"527","(30,35]",3.34100000560284,33.2388,192437.58,19082.52,682100.91,16,60.75,332041,21668,2211982,"MIHPT-46",57.7,30,35
"528","(35,40]",3.45630001202226,17.3621,251924.23,25620.28,1441206.1,21,34.66,441908,34486,7319559,"MIHPT-46",57.7,35,40
"529","(40,45]",0.444900000318885,24.1451,150175.55,19833.19,140775.78,9.10000038146973,41.71,172124,21821,239265,"MIHPT-46",57.7,40,45
"530","(45,50]",6.59349999308586,19.7638,198052.94,37164.69,5766045.04,19,42.5,371105,52721,20054324,"MIHPT-46",57.7,45,50
"531","(50,55]",5.30930000402033,10.6329,201153.62,37017.45,1039143.02,33,15.55,274667,44328,2163152,"MIHPT-46",57.7,50,55
"532","(55,60]",0.100000001490116,10.3281818181818,186218.509090909,30392.2363636364,442751.490909091,0.100000001490116,17.94,195318,31587,527360,"MIHPT-46",57.7,55,60
"533","(-5e-09,5]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47",49.15,0,5
"534","(5,10]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47",49.15,5,10
"535","(10,15]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47",49.15,10,15
"536","(15,20]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47",49.15,15,20
"537","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47",49.15,20,25
"538","(25,30]",NA,55.3737373737374,229449.898989899,36424.9393939394,961548.828282828,-Inf,77.1,377209,43641,2822352,"MIHPT-47",49.15,25,30
"539","(30,35]",8.09380000337958,34.002,177593.34,30462,252351.47,22,58.04,246590,33799,405286,"MIHPT-47",49.15,30,35
"540","(35,40]",0.705999990031123,32.6187,154753.25,27243.2,147465.29,9.19999980926514,42.03,275887,35707,1543016,"MIHPT-47",49.15,35,40
"541","(40,45]",13.4085000045598,18.3746,163371.69,57350.38,3638978.23,55,40.43,289315,81179,14175238,"MIHPT-47",49.15,40,45
"542","(45,50]",23.9267857130617,21.8346428571429,331881.245901639,53655.0327868852,10050095.442623,150,38.1,784936,75762,21714530,"MIHPT-47",49.15,45,50
"543","(-5e-09,5]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47a",43.35,0,5
"544","(5,10]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47a",43.35,5,10
"545","(10,15]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47a",43.35,10,15
"546","(15,20]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47a",43.35,15,20
"547","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47a",43.35,20,25
"548","(25,30]",NA,55.3737373737374,229449.898989899,36424.9393939394,961548.828282828,-Inf,77.1,377209,43641,2822352,"MIHPT-47a",43.35,25,30
"549","(30,35]",8.09380000337958,34.002,177593.34,30462,252351.47,22,58.04,246590,33799,405286,"MIHPT-47a",43.35,30,35
"550","(35,40]",0.705999990031123,32.6187,154753.25,27243.2,147465.29,9.19999980926514,42.03,275887,35707,1543016,"MIHPT-47a",43.35,35,40
"551","(40,45]",5.90900000780821,19.0877941176471,192714.222222222,64995.9333333333,6224907.73333333,49,40.43,289315,81179,14175238,"MIHPT-47a",43.35,40,45
"552","(-5e-09,5]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,0,5
"553","(5,10]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,5,10
"554","(10,15]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,10,15
"555","(15,20]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,15,20
"556","(20,25]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,20,25
"557","(25,30]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,25,30
"558","(30,35]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,30,35
"559","(35,40]",NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,35,40
"560","(40,45]",1.11010101723551,41.4063636363636,108991.161616162,14965.6161616162,118078.838383838,14,61.63,179449,15641,395520,"MIHPT-47B",55.6,40,45
"561","(45,50]",0.265300001427531,26.5346,132328.28,30045.46,6539408.52,4.5,49.98,238044,61190,28975494,"MIHPT-47B",55.6,45,50
"562","(50,55]",4.56129411607981,16.9032,139286.466666667,60563.1222222222,2473925.35555556,13,35.39,229499,70116,6548052,"MIHPT-47B",55.6,50,55
"563",NA,NA,10.9461538461538,NA,NA,NA,-Inf,16.54,-Inf,-Inf,-Inf,"MIHPT-47B",55.6,NA,NA
