LOCID,ECOORD,NCOORD,ELEV
OB203B,391064.237222222,1430957.76833333,1027.23
OB203C,391067.917222222,1430954.48833333,1026.96
OB203CR,391066.617222222,1430960.94833333,1026.96
OB204A,391419.417222222,1430669.69833333,1072.6
OB204B,391378.007222222,1430701.40833333,1066.76
OB204C,391452.007222222,1430617.40833333,1071.88
OB205A,391511.497222222,1430526.33833333,1068.74
OB205B,391460.907222222,1430513.73833333,1067.77
OB206A,391687.407222222,1430281.21833333,1093.92
OB208A,390713.377222222,1431244.28833333,1037.82
OB208B,390640.617222222,1431203.79833333,1036.4
OB208C,390638.647222222,1431289.54833333,1031.9
OB209A,391330.417222222,1430769.05833333,1053.33
OB302A,392833.307222222,1427951.97833333,1049.25
OB302B,392851.707222222,1427926.68833333,1052.61
OB302C,392775.737222222,1427922.30833333,1044.57
OB303A,392436.977222222,1427813.42833333,1032.4
OBPS,391088.327222222,1430877.50833333,1020
OT013-MW01,392656.172735859,1423624.51147877,1026.49
OT013-MW02,392912.571168624,1423525.81208851,1025.15
OT013-MW03,393110.939955881,1423465.94245889,1025
OT013-MW04,392816.85175224,1423680.97113373,1022.65
OT013-MW05,393196.069433749,1423577.0417771,1021.86
OW-C533-SB01,391869.187478792,1429328.86641212,1080
OW-C536-SB01,394085.174035948,1420224.92239069,1020
OW-C536-SB02,394095.173974897,1420214.92245228,1020
OW-C538-SB01,394607.170828058,1421410.91510747,980
OW-C539-SB01,394520.171363251,1421167.91659995,1000
OW-C540-SB01,394522.17136391,1420112.92308435,1020
OW-C540-SB02,394550.171192514,1420120.92303552,1020
OW1A,391130.467222222,1430812.46833333,1031.12
OW1B,394958.137222222,1421403.20833333,971.41
OW2,391143.817222222,1430833.52833333,1031.57
OW2A,395099.417222222,1421489.91833333,970.93
OW2B,395100.177222222,1421486.33833333,969.93
OW3,391165.717222222,1430802.96833333,1033.4
OW4,391175.297222222,1430762.75833333,1035.8
OW5A,389912.837222222,1427468.17833333,1088.53
OW6,390028.027222222,1427588.93833333,1092.23
OW7,390039.557222222,1427523.98833333,1090.73
OW8,389920.297222222,1427433.38833333,1088.48
PER536,386698.917222222,1428488.10833333,1109.56
PER537,386690.707222222,1430319.92833333,1110
PER538,389116.977222222,1431755.66833333,1098.85
PER556,386958.907222222,1431813.04833333,1070.07
PER566,390166.187222222,1424101.04833333,1043.06
PER567,387379.187222222,1424606.23833333,1095.09
PER568,392373.587222222,1425807.62833333,1007.05
PER569,386901.577222222,1429270.28833333,1134.76
PER727,387270.567222222,1424735.20833333,1094.19
PER728,390834.997222222,1421146.25833333,1048.67
PMW1,388248.297222222,1432006.35833333,1094
PMW10,390437.347222222,1428272.00833333,1107.08
PMW10D,390435.237222222,1428260.71833333,1107.05
PMW11,388366.547222222,1426906.07833333,1077.74
PMW11D,388363.777222222,1426897.42833333,1077.49
PMW12D,386259.317222222,1427049.34833333,1090.18
PMW12R,386264.707222222,1427056.90833333,1090.02
PMW13,386746.227222222,1430714.88833333,1099.56
PMW13D,386736.877222222,1430710.53833333,1100.51
PMW14,386719.067222222,1431484.76833333,1079.36
PMW14DR,386726.277222222,1431489.64833333,1079.79
PMW1D,388248.467222222,1432001.60833333,1094
PMW2,387418.197222222,1431508.75833333,1075.8
PMW2HP001,387039.647222222,1431575.36833333,1072.88
PMW2HP002,387134.657222222,1431439.57833333,1077.48
PMW3,387046.797222222,1430489.75833333,1111.4
PMW3HP001,386833.747222222,1430309.70833333,1114.81
PMW3HP002,386745.137222222,1430716.94833333,1099.51
PMW3HP003,386905.837222222,1430961.59833333,1087.4
PMW3HP004,386634.627222222,1431069.09833333,1087.09
PMW4,387385.797222222,1428948.85833333,1109.4
PMW5,386587.037222222,1427660.85833333,1094.37
PMW5HP001,387338.407222222,1427422.86833333,1101.07
PMW5HP002,386261.757222222,1427203.52833333,1089.36
PMW5HP003,386592.267222222,1428045.05833333,1104.34
PMW5HP005,386704.297222222,1429087.46833333,1127.37
PMW6,388388.967222222,1427306.15833333,1105.15
PMW6HP002,388372.077222222,1426913.55833333,1077.39
PMW6HP003,387971.617222222,1427121.88833333,1093.78
PMW6HP004,389061.107222222,1426887.41833333,1085.61
PMW7,390044.027222222,1431475.26833333,1081.96
PMW7D,390057.487222222,1431470.43833333,1082.83
PMW8,389106.997222222,1431791.95833333,1098.8
PMW8D,389114.817222222,1431788.68833333,1098.35
PMW9,389095.667222222,1430546.70833333,1100.92
PMW9D,389101.897222222,1430533.75833333,1101.03
PS,391475.427222222,1430548.13833333,1068.66
PUMPSTATION,391471.657222222,1430515.00833333,1069
PZ-1A,390226.977222222,1427430.10833333,1056.77
PZ-1B,390228.687222222,1427431.15833333,1057
PZ-1C,390232.397222222,1427432.97833333,1056.9
PZ-2A,390305.437222222,1427436.94833333,1056.8
PZ-2B,390302.807222222,1427440.43833333,1056.6
PZ-2C,390300.457222222,1427444.09833333,1056.5
PZ-3A,390386.077222222,1427292.73833333,1050.22
PZ-3B,390387.067222222,1427294.09833333,1050
PZ-3C,390389.977222222,1427297.47833333,1049
PZ-4A,390471.967222222,1427324.51833333,1056.3
PZ-4B,390472.857222222,1427328.28833333,1056.5
PZ-4C,390474.077222222,1427332.12833333,1057
PZ03,392419.177222222,1430943.73833333,1002.58
PZ05,395058.887222222,1429681.84833333,957.39
RW-02,390878.227222222,1431100.38833333,1052.31
RW-1,392696.617222222,1428558.60833333,1058.96
RW-10,392764.927222222,1428191.09833333,1060.01
RW-11,392457.337222222,1428324.73833333,1063.6
RW-2,392570.587222222,1428549.45833333,1067.48
RW-3,392743.017222222,1428486.41833333,1057.13
RW-4,392396.537222222,1428412.08833333,1066.95
RW-5,392635.417222222,1428414.09833333,1064.51
RW-6,392744.927222222,1428355.96833333,1061.82
RW-7,392548.217222222,1428366.57833333,1066.89
RW-8,392678.727222222,1428288.70833333,1061.74
RW-9,392524.097222222,1428421.68833333,1066.39
RW101,390084.667222222,1427236.71833333,1084.95
RW102C,389873.987222222,1427559.54833333,1088.44
RW103,389720.487222222,1427087.39833333,1083.6
RW201,390544.917222222,1431324.60833333,1028.74
RW202,390879.427222222,1431100.57833333,1053.56
RW203,391056.077222222,1430969.72833333,1027.3
RW204,391408.377222222,1430671.75833333,1071.88
RW205,391515.267222222,1430538.13833333,1069.06
RW206,391632.607222222,1430301.74833333,1084.09
RW207,391173.017222222,1430874.38833333,1031.95
RW208,390714.237222222,1431243.51833333,1036.7
RW209,391325.617222222,1430775.06833333,1054.54
RW301,392585.837222222,1427786.55833333,1035.91
RW302,392840.607222222,1427958.02833333,1050.8
RW303,392436.047222222,1427794.96833333,1032
SB01,391062.640169969,1430915.21932036,1028.873
SB02,391083.606041623,1430923.71826839,1035.836
SCT1,391613.057222222,1431527.39833333,1010.01
SCT2,391223.397222222,1431245.94833333,1026.45
SCT2A,391222.777222222,1431216.93833333,1026
SCT2B,391222.787222222,1431216.93833333,1026
SCT2C,391222.797222222,1431216.93833333,1026
SCT3,391239.347222222,1431223.39833333,1026.49
SCT4,392176.337222222,1431484.96833333,1014.76
SCT5,392177.337222222,1431485.96833333,1014.76
SCT6,391277.687222222,1432286.79833333,1027.36
SCT7,391318.837222222,1432259.36833333,1027.37
SRB1HP001,390476.787222222,1431043.88833333,1068.87
SRB1HP002,390455.417222222,1431081.98833333,1066.71
SRB1HP003,390422.087222222,1431083.33833333,1065.54
SRB1HP004,390401.737222222,1431082.64833333,1065.33
SRB1HP005,390384.117222222,1431083.46833333,1066.2
SRB1HP006,390442.267222222,1431000.36833333,1072.53
SRB1HP007,390114.507222222,1431148.97833333,1077.48
SRB1HP008,390234.007222222,1431110.82833333,1070.62
SRB1HP009,390174.207222222,1431100.77833333,1079.24
SRB1HP010,390617.467222222,1431146.07833333,1039.38
SRB1HP011,390598.317222222,1431132.67833333,1041.74
SRB1HP012,390577.117222222,1431140.65833333,1040.72
SRB1HP013,390555.407222222,1431147.56833333,1039.97
SRB1HP014,390533.407222222,1431153.82833333,1039.72
SRB1HP015,390510.697222222,1431159.23833333,1039.34
SRB1HP016,390488.327222222,1431163.62833333,1039.14
SRB1HP017,390465.867222222,1431168.12833333,1038.83
SRB1HP018,390442.677222222,1431172.02833333,1038.35
SRB1HP019,390419.897222222,1431173.49833333,1038.21
SRB1HP020,390360.877222222,1431216.61833333,1036.12
SRB1HP021,390396.167222222,1431202.32833333,1034.33
SRB1HP022,390389.667222222,1431240.63833333,1031.78
SRB1HP023,390425.867222222,1431263.82833333,1030.13
SRB1HP024,390450.707222222,1431280.40833333,1029.28
SRB1HP025,390506.317222222,1431306.33833333,1029.22
SRB1HP026,390557.077222222,1431318.53833333,1029.96
SRB1HP027,390588.137222222,1431313.40833333,1029.54
SRB1HP028,390623.567222222,1431298.76833333,1030.27
SRB1HP029,390686.497222222,1431262.84833333,1034.62
SRB1HP030,390681.557222222,1431208.01833333,1037.28
SRB1HP031,390654.337222222,1431197.36833333,1036.48
SRB1HP032,390719.867222222,1431218.97833333,1038.78
SRB1HP033,390667.967222222,1431136.97833333,1042.95
SRB1HP034,390637.147222222,1431172.64833333,1037.36
SRB1HP035,390699.367222222,1431139.96833333,1045.03
SRB1HP039,390558.337222222,1431223.20833333,1030
SRB1HP040,390211.097222222,1431334.45833333,1030
SRB1HP042,390540.877222222,1431249.65833333,1030
SRB1HP043,390536.647222222,1431278.75833333,1030
SRB1HP045,390432.427222222,1431232.19833333,1030
SRB1PIIHP001,390617.497222222,1431137.96833333,1040.62
SRB1PIIHP002,390367.487222222,1431202.29833333,1036.5
SRB1PIIHP003,390345.447222222,1431215.09833333,1037.74
SRB1PIIHP004,390361.367222222,1431232.02833333,1035.59
SRB1PIIHP005,390394.417222222,1431232.39833333,1030.69
SRB1PIIHP006,390427.637222222,1431259.03833333,0
SRB1PIISW001,390183.097222222,1431283.45833333,1030
SRB1PIISW002,390247.097222222,1431206.45833333,1030
SRB1PIISW004,390331.097222222,1431255.45833333,1030
SS009-CDL-MW01,390368.91664331,1430281.4505397,1081.41
SS009-CDL-MW02,390235.757457942,1430268.59061707,1095.63
SS009-CDL-MW03,390275.327215504,1430300.94041877,1094.89
SS009-CDL-MW06,390287.767139495,1430294.72045715,1095.02
SS009-CDL-SB04,390330.006881316,1430280.26054653,1095.02
SS009-CDL-SB05,390306.76702334,1430290.12048565,1095.02
SS013-MW01,394562.411095408,1421941.05184858,990.74
SS013-MW02,394555.301138465,1421976.8616284,988.6
SS013-MW03,394594.870896702,1421951.90178228,988.53
SS013-SD01,394586.300947806,1422060.30111593,988.53
SS013-SDSW02,394709.88019327,1421940.92185115,988.53
STW_TANK,389905.167222222,1429615.70833333,1100
SW1,391514.307222222,1432231.41833333,NA
SW2,392340.427222222,1430948.02833333,NA
SW3,393749.867222222,1430406.65833333,NA
SW4,391096.267222222,1431434.75833333,NA
SW5,391440.947222222,1431193.47833333,NA
SW6,390587.207222222,1427265.41833333,NA
SW7,391008.597222222,1427005.61833333,1041
SW8,392641.697222222,1427361.21833333,1021
SW9,393763.857222222,1427210.95833333,NA
SWMU10-MW01,394148.913642297,1420527.79052991,1014.58
SWMU10-MW02,394162.0935599,1420671.67964567,1014.21
SWMU10-MW03,394287.042794744,1420733.9092647,1014.45
SWMU10-MW04,394335.572498885,1420649.84978195,1015.33
SWMU10-MW05,394248.333034532,1420491.19075607,1014.58
SWMU10-SD01,394341.362465223,1420506.20066493,1014.09
SWMU10-SD02,394336.422496557,1420415.66122136,1014.09
SWMU102-MW02,392148.345848151,1423161.44431857,1030.63
SWMU102-MW03,392164.075751985,1423156.81434722,1030.71
SWMU102-SB101,392172.355700993,1423184.13417942,1030.71
SWMU102-SD02,392107.386098899,1423146.88440755,1030.71
SWMU102-SD03,392090.296204488,1423063.45492011,1030.71
SWMU102-SDSW01,392125.90598482,1423210.05401954,1030.71
SWMU14/89-MW01,391880.697408371,1429330.36640304,1096.18
SWMU14/89-MW03,392013.916593994,1429292.35663826,1088.95
SWMU14/89-MW04,391793.907938865,1429359.50622291,1096.86
SWMU14/89-SB102,392109.816005851,1429417.69586918,1088.95
SWMU14/89-SB105,391993.746716099,1429394.00601335,1096.18
SWMU14/89-SS106,391920.65716366,1429353.63626054,1096.18
SWMU15-MW01,390456.996097091,1430873.46690276,1075.47
SWMU15-MW02,390510.605768825,1430903.02672177,1072.12
SWMU15-MW03,390559.695468167,1430934.90652648,1069.87
SWMU15-SB110,390525.875674753,1430956.08639592,1069.87
SWMU15-SS104,390530.89564463,1430910.19667797,1075.47
SWMU15-SS105,390506.415793867,1430948.99643924,1072.12
SWMU15-SS106,390567.095423259,1430906.81669918,1075.47
SWMU15-SS107,390511.885759998,1430981.81623763,1069.87
SWMU15-SS108,390572.825387849,1430935.45652327,1072.12
SWMU15-SS109,390546.005551416,1430973.2162909,1069.87
SWMU16-MW01,391246.111282524,1429917.37278791,1101.32
SWMU16-MW02,391233.811357531,1429935.38267709,1101.86
SWMU16-MW03,391223.371421014,1429964.61249733,1101.81
SWMU16-SB104,391216.651462575,1429928.31272032,1101.32
SWMU16-SB105,391257.391213141,1429948.20259859,1101.32
SWMU17-B04679,389978.619037511,1429734.08389853,1104.8
SWMU17-MW01,390066.648498427,1429784.9735869,1108.72
SWMU17-MW02,390222.207546344,1429832.30329798,1108.75
SWMU17-MW03,390272.627238374,1429798.82350436,1106.88
SWMU17-SB104,390131.648099822,1429866.38308743,1108.72
SWMU17-SB105,390184.167779834,1429767.85369357,1108.72
SWMU17-SB106,390274.007230982,1429715.77401473,1106.88
SWMU18-MW01,390638.415007641,1429273.75673559,1108.28
SWMU18-MW02,390745.484352219,1429315.07648299,1107.37
SWMU18-MW03,390690.62468704197,1429372.95612663,1107.91
SWMU18-SB104,390792.704063365,1429317.45646896,1107.37
SWMU18-SB105,390817.703910042,1429349.74627084,1107.37
SWMU18-SB106,390718.224518288,1429367.97615758,1107.91
SWMU19-MW01,389906.689479409,1429581.3548362,1107.72
SWMU19-SB102,389904.589492195,1429586.29480581,1107.72
SWMU19-SB103,389931.279329078,1429575.88487012,1107.72
SWMU19-SB104,389923.469376664,1429590.33478122,1107.72
SWMU19-SB105,389940.269273795,1429598.79472944,1107.72
SWMU19-SB106,389910.05945848,1429606.22468341,1107.72
SWMU19-SB107,389950.159213012,1429621.71458872,1107.72
SWMU19-SB108,389921.519388072,1429631.22452992,1107.72
SWMU19-SB109,389954.979183297,1429640.33447435,1107.72
SWMU19-SB110,389940.269273187,1429646.71443497,1107.72
SWMU19-SB111,389951.469204544,1429657.52436867,1107.72
SWMU19-SB112,389963.059133453,1429673.53427043,1107.72
SWMU19MW-1A,390912.907222222,1431055.83833333,1051.26
SWMU19MW-1B,390912.407222222,1431055.83833333,1051.26
SWMU19MW-1C,390912.907222222,1431056.33833333,1051.26
SWMU19MW-2A,390957.017222222,1431049.75833333,1046.42
SWMU19MW-2B,390956.517222222,1431049.75833333,1046.42
SWMU19MW-3A,390994.487222222,1431059.18833333,1042.6
SWMU19MW-3B,390994.987222222,1431059.18833333,1042.6
SWMU19MW-3C,390994.487222222,1431058.68833333,1042.6
SWMU19MW-4A,391004.987222222,1431010.17833333,1035.43
SWMU19MW-4B,391004.487222222,1431010.17833333,1035.43
SWMU19MW-4C,391004.987222222,1431009.67833333,1035.43
SWMU21-MW01,389575.79152921,1427554.58728734,1079.42
SWMU21-MW02,389546.701707129,1427555.66728034,1080.42
SWMU21-MW03,389568.741572623,1427531.64742823,1079.47
SWMU21-SB104,389584.681474278,1427597.67702264,1079.42
SWMU21-SB105,389583.131484011,1427578.22714215,1079.47
SWMU25-MW01,394584.140980489,1420465.70091678,1046.44
SWMU25-MW02,394713.360189855,1420475.26085957,1047.45
SWMU25-MW03,394710.480206692,1420539.14046691,1046.35
SWMU25-PZ01,394632.690683259,1420483.69080679,1047.59
SWMU25-SB104,394672.760437655,1420522.01057174,1046.44
SWMU25-SB105,394682.000380599,1420565.48030467,1046.44
SWMU25-SB106,394640.160635899,1420619.81997018,1046.44
SWMU25-SD01,394623.860737696,1420449.20101867,1046.44
SWMU25-SD02,394741.770016396,1420447.02103349,1046.44
SWMU28-MW01,391665.988710878,1430193.07109886,1099.37
SWMU28-MW02,391563.399339031,1430139.81142488,1099.83
SWMU28-MW03,391639.828873969,1429946.45261406,1100.78
SWMU28-SB104,391639.63887228,1430174.25121418,1099.83
SWMU28-SB105,391581.909225921,1430131.71147489,1099.83
SWMU28-SB106,391692.588548072,1430201.59104683,1099.37
SWMU35-MW01,390966.903001616,1429018.73830684,1104.62
SWMU35-MW02,391027.502630671,1429040.67817275,1104.1
SWMU35-MW03,391118.172075664,1429073.71797084,1102.88
SWMU35-SB104,391032.292601949,1428995.05845317,1104.62
SWMU35-SB105,391038.542562147,1429120.05768508,1104.1
SWMU35-SB106,391091.662238796,1428995.57845071,1104.1
SWMU37-MW01,393767.305971098,1420993.83766082,1009.93
SWMU37-MW02,393854.425439902,1420850.41854338,1009.48
SWMU37-MW03,393874.725312966,1421074.28716765,1007.11
SWMU37-MW04,393906.935116331,1421040.23737732,1008.84
SWMU37-MW05,393768.595963556,1420965.67783391,1010.27
SWMU38-MW01,389886.459604207,1429498.12534741,1108.37
SWMU38-MW02,389913.329439665,1429513.06525594,1108.51
SWMU38-SB103,389924.249372502,1429542.41507571,1108.51
SWMU38-SB104,389891.179574564,1429558.95497366,1108.51
SWMU38-SB105,389895.869545679,1429574.44487852,1108.51
SWMU38-SB106,389916.569419152,1429568.06491799,1108.51
SWMU41-SB101,387818.602258374,1429037.54815171,1110.53
SWMU41-SB102,389012.344961253,1428681.99035187,1110.53
SWMU41-SB103,389404.002567011,1428572.21103143,1110.53
SWMU42-MW01,390549.84555368,1428933.78882372,1108.06
SWMU42-MW02,390729.564452688,1429069.69799073,1107.43
SWMU42-MW03,390905.933375757,1428922.22889917,1106.69
SWMU42-SB104,390663.024861003,1428965.36863104,1108.06
SWMU42-SB105,390630.735057665,1429032.03822094,1108.06
SWMU42-SB106,390921.87327643,1429067.97800369,1107.43
SWMU43-MW01,390099.818308094,1428795.35966881,1108.97
SWMU43-MW02,390250.787379027,1429240.64693424,1109.06
SWMU43-MW03,390576.695384266,1429344.26630152,1108.99
SWMU50-MW01,390320.586931719,1430850.59704161,1079.81
SWMU50-MW02,390354.086726964,1430839.4371106,1079.56
SWMU50-MW03,390415.676349974,1430861.40697635,1078.25
SWMU50-SS104,390368.686636748,1430911.95666513,1079.81
SWMU50-SS105,390376.54658887,1430896.19676208,1079.81
SWMU50-SS106,390357.156707517,1430892.25678606,1079.81
SWMU51-MW01,390204.317641569,1430953.83640574,1078.44
SWMU51-MW02,390257.167318116,1430969.47631029,1077.84
SWMU51-MW03,390278.29718917003,1430946.23645336,1077.79
SWMU52-MW01,390381.866555082,1430995.08615446,1073.54
SWMU52-MW02,390396.286464366,1431194.33493023,1038.78
SWMU52-SB103,390375.616591438,1431143.05524509,1050
SWMU52-SB104,390326.736890943,1431100.6955048,1076
SWMU52-SB105,390366.746646234,1431100.16550855,1070
SWMU52-SB106,390351.906736811,1431115.01541711,1050
SWMU52-SB107,390384.426538607,1431059.72575728,1072
SWMU52-SB109,390391.646494472,1431057.72576966,1072
SWMU52-SS108,390388.436514064,1431060.93574989,1072
SWMU60-MW01,390139.92803546,1430949.25643308,1084.95
SWMU60-MW02,390171.987836046,1431211.38482268,1043.32
SWMU60-SB103,390051.938570315,1431211.55482013,1050
SWMU60-SB104,390068.25847104,1431168.49508494,1080
SWMU60-SB105,390045.858607794,1431188.28496305,1065
SWMU65_96-MW01,393686.616444643,1422625.17763327,1023.28
SWMU65_96-MW02,393967.584726053,1422608.3977398,1016.09
SWMU65_96-MW03,393436.047971183,1423134.50449986,1024.82
SWMU65_96-MW04,393951.794818883,1422915.00585516,1019.81
SWMU65_96-MW05,393544.267311793,1422921.51581022,1024.71
SWMU65_96-MW06,393590.307029604,1422966.10553673,1024.89
SWMU65_96-SB107,393592.677013991,1423056.61498048,1024.89
SWMU65_96-SB108,393517.017476897,1423051.00501404,1024.89
SWMU65_96-SB109,393490.387640942,1422958.5255821,1024.71
SWMU65_96-SB110,393524.017435716,1422917.89583222,1024.71
SWMU67-MW01,390644.494959952,1430106.09162074,1079.95
SWMU67-MW02,390675.374770765,1430130.61147045,1080.26
SWMU67-MW03,390680.844737641,1430103.9916341,1079.96
SWMU67-SB104,390707.794572595,1430120.52153285,1079.96
SWMU67-SB105,390681.054735534,1430169.4812316601,1080.26
SWMU72-MW02,389429.212424605,1427648.19671022,1090.38
SWMU72-MW03,389534.121783374,1427611.01694003,1081.25
SWMU72-MW04,389617.58127215,1427667.21659571,1086.9
SWMU72-SB106,389667.780962757,1427850.52546981,1096.07
SWMU73-MW01,390582.025354438,1429124.57765165,1108.34
SWMU73-MW02,390693.514671052,1429239.39694743,1107.7
SWMU73-MW03,390835.14380589,1429149.57750116,1107.62
SWMU73-SB104,390688.544701067,1429269.53676215,1107.7
SWMU73-SB105,390644.794969483,1429204.95715847,1108.34
SWMU73-SB106,390664.064852501,1429135.16758759,1108.34
SWMU77-MW01,389217.353721916,1427537.79738602,1098.48
SWMU77-MW02,389252.973504423,1427507.39757329,1096.94
SWMU77-MW03,389271.513390777,1427526.43745652,1097.66
SWMU78-MW01,391856.267574123,1428022.4344405,1074.91
SWMU78-MW02,391899.177311465,1428037.68434731,1074.91
SWMU78-MW03,391946.337022765,1428056.83423021,1074.91
SWMU78-SB104,391909.107251144,1428004.35455226,1074.91
SWMU78-SB105,391915.137213298,1428081.30407944,1074.91
SWMU78-SB106,391864.077525821,1428065.3441769,1074.91
SWMU78-SB109,391899.097310925,1428120.45383866,1074.91
SWMU78-SB110,391973.206858062,1428084.60405987,1074.91
SWMU78-SB111,391922.607169193,1427954.11486117,1074.91
SWMU78-SB112,391879.717431345,1427969.79476429,1074.91
SWMU78-SB113,391797.887932245,1427940.224945,1074.91
SWMU78-SB114,391887.047383268,1428229.34316933,1066.38
SWMU78-SB115,391876.377452768,1427890.12525386,1074.91
SWMU78-SED07,392315.004769947,1427876.92534035,1064.16
SWMU78-SED08,392354.104531259,1427838.60557632,1064.16
SWMU78-SS107,391886.767386738,1428088.74403337,1074.91
SWMU78-SS108,391880.387426878,1427999.39458239,1074.91
SWMU90-MW01,390078.448422424,1430086.85173194,1099.65
SWMU90-MW03,390049.628599184,1430048.72196589,1100.24
SWMU90-SB102,390117.83818089,1430134.51143955,1099.65
SWMU90-SB104,390093.0583333,1430068.24184648,1099.65
SWMU90-SB105,390066.11849746,1430116.73154816,1099.65
SWMU90-SB106,390045.648622843,1430102.72163401,1099.65
SWMU90-SB107,390033.78869577,1430072.55181925,1100.24
SWMU91-MW01,389846.619867873,1427926.36500598,1104.1
SWMU91-MW02,389894.829574475,1427809.21572652,1096.94
SWMU91-MW03,389712.970687291,1427775.84592931,1096.07
SWMU91-SB104,389777.840288925,1427899.28517154,1102.44
SWMU91-SB105,389808.480101877,1427870.37534958,1102.44
SWMU91-SB106,389786.9302344,1427814.97568977,1102.44
SWMU92-MW01,389737.820538442,1427528.37745045,1066.67
SWMU92-MW02,389646.611096994,1427478.0977583,1076.02
SWMU92-MW03,389820.590031758,1427559.5672598,1084.8
SWMU92-SB104,389697.120786812,1427574.33716749,1066.67
SWMU92-SB105,389716.960664857,1427621.01688087,1079.26
SWMU92-SB106,389774.150314914,1427631.13681939,1079.26
SWMU92-SB107,389830.559969967,1427622.96687031,1084.8
SWMU92-SB108,389834.839944723,1427549.43732224,1084.8
SWMU92-SB109,389795.150187761,1427528.81744846,1084.8
SWMU92-SB110,389704.120744615,1427525.31746883,1076.02
SWMU93-MW01,390460.586119838,1427337.39863314,1056.5
SWMU93-MW02,390483.015982635,1427337.72863139,1056.19
SWMU93-SB103,390496.075902555,1427353.01853758,1056.19
SWMU98-MW01,394838.22940895,1421870.56228513,987.09
SWMU98-MW02,394893.329072738,1421799.84272045,982.6
SWMU98-MW04,394848.829345036,1421794.28275409,984.28
SWMU98-MW05,394996.598441106,1421790.29278038,982.77
SWMU98-SB103,394874.659187158,1421782.86282459,982.6
SWMU98-SDSW01,394876.339177054,1421768.57291244,982.6
SWMU98-SDSW02,394926.778868688,1421752.6030112,982.6
SWMU98-SDSW03,395021.77828789,1421722.33319838,982.6
SWMU98-SW04,395044.058152354,1421659.8635826,982.6
SWMU98-SW05,395127.647641714,1421600.94394574,982.6
SWMU98-SW06,395295.916611978,1421629.07377485,982.6
SWP1,390740.097222222,1430624.45833333,1068.66
SWP2,390749.097222222,1430654.45833333,1068.66
SWP5,390740.097222222,1430678.45833333,1068.66
T559HP001,391207.777222222,1429992.96833333,1099.13
T559HP002,391196.937222222,1430000.66833333,1096.38
T559HP003,391194.597222222,1430013.50833333,1093.94
T559HP004,391253.877222222,1429914.38833333,1101.48
T559HP005,391213.187222222,1430009.62833333,1096.88
T559HP006,391296.267222222,1429937.41833333,1101.11
T559HP007,391276.137222222,1429871.17833333,1101.88
T559HP008,391208.767222222,1429891.26833333,1102.01
T559HP009,391247.687222222,1429995.93833333,1100.82
T559HP010,391181.137222222,1429951.86833333,1102.17
T559HP011,391174.957222222,1430027.88833333,1089.36
T559HP012,391175.297222222,1430055.06833333,1090.24
T559HP013,391204.787222222,1430040.80833333,1091.47
T559HP014,391339.397222222,1429976.19833333,1101.08
T559HP015,391350.857222222,1429892.78833333,1101.21
T559HP016,391247.347222222,1429829.71833333,1102.47
T559HP017,391173.957222222,1429856.87833333,1102.54
T559HP018,391133.967222222,1429925.57833333,1102.7
T559HP019,391132.197222222,1430012.47833333,1085.93
T559HP020,391394.987222222,1429944.48833333,1101.12
T559HP021,391410.787222222,1430007.51833333,1100.52
T559HP022,391342.827222222,1430054.20833333,1100.18
T559HP023,391130.967222222,1429851.97833333,1102.95
T559HP024,391013.247222222,1429786.33833333,1103.53
T559HP025,390890.767222222,1429721.54833333,1105.1
T559HP026,391605.927222222,1429424.79833333,1099.01
T706HP001,390480.047222222,1430497.72833333,1078.78
T706HP002,390504.897222222,1430533.00833333,1077.06
U-133,392676.107222222,1427177.12833333,1017.82
U-134,392332.067222222,1427404.49833333,1049.14
VE1,389905.847222222,1429684.53833333,1107.49
VE2,389991.677222222,1429769.88833333,1105.57
VE3,389942.117222222,1429753.38833333,1105.46
VE4,389947.717222222,1429555.37833333,1109.88
VE5,389964.757222222,1429612.31833333,1109.45
VE6,389874.507222222,1429544.86833333,1107.69
VE7,389895.597222222,1429607.58833333,1107.24
VE8,389864.197222222,1429681.00833333,1106.88
VE9,389892.357222222,1429659.61833333,1107.42
VEP-1,394476.987222222,1421012.87833333,993.89
VM-1C,394484.967222222,1420992.49833333,994.92
VM-2C,394472.277222222,1421019.74833333,993.78
VM-3C,394492.867222222,1421049.06833333,993.44
WT018-MW01,389524.711841936,1427532.34742338,1082.32
WT018-MW02,389508.231942681,1427536.80739576,1082.69
WT018-MW03,389546.431709479,1427501.04761601,1080.08
