locs_complete$ECOORD,locs_complete$NCOORD,locs_complete@coords
394570,1421810,394589.0972222222
390538.26,1430020.14,390557.3572222222
394710,1421680,394729.0972222222
394390.37,1420953.01,394409.4672222222
394396.6,1420950.75,394415.69722222217
394055,1420704,394074.0972222222
394720,1421890,394739.0972222222
394055.14,1420704.8,394074.2372222222
391792.8,1430049.85,391811.8972222222
394066.4,1420841.71,394085.4972222222
391515.65,1430113.89,391534.7472222222
394508.24,1420633.87,394527.3372222222
391469.75,1430193.22,391488.8472222222
394682.39,1420480.09,394701.4872222222
394068.6,1420950.91,394087.69722222217
394068.65,1420951.06,394087.7472222222
391363.95,1430438.33,391383.0472222222
394334.95,1420809.79,394354.0472222222
394194.64,1420946.62,394213.7372222222
394344.18,1420905.29,394363.2772222222
394128.48,1420967.63,394147.5772222222
390375.42,1429767.19,390394.5172222222
394256.77,1420921.86,394275.8672222222
394256.77,1420921.87,394275.8672222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
391637.29,1430175.61,391656.38722222217
389110,1427820,389129.0972222222
389713.53,1427562.39,389732.6272222222
391862.77,1430282.71,391881.8672222222
391848.73,1430293.32,391867.8272222222
391966.05,1430054,391985.1472222222
391952.99,1430041.29,391972.0872222222
392171.36,1429859.63,392190.4572222222
392171.36,1429859.73,392190.4572222222
392574.35,1428280.92,392593.44722222217
0,0,-17976931348623157e292
389951.44,1429630.23,389970.5372222222
390358.9,1430288.25,390377.9972222222
390841.49,1430616.07,390860.5872222222
391633.32,1429886.66,391652.4172222222
391369.16,1430003.92,391388.25722222216
391335.8,1430101.78,391354.8972222222
391645.9,1430136.08,391664.9972222222
391719.01,1430137.34,391738.1072222222
391646.39,1430132.74,391665.4872222222
389950.31,1429626.79,389969.4072222222
390162.58,1429689.66,390181.6772222222
391636.27,1430299.8,391655.3672222222
391356.01,1430436.47,391375.1072222222
391499.62,1430490.72,391518.7172222222
394279.05,1420835.03,394298.1472222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
389835.26,1429721.04,389854.3572222222
0,0,-17976931348623157e292
389835.96,1429722.61,389855.0572222222
390562.09,1429820.77,390581.1872222222
390432.1,1429974.57,390451.19722222217
390639.03,1430787.66,390658.1272222222
390639.06,1430789.88,390658.1572222222
390729.87,1430718.45,390748.9672222222
390485.52,1430547.17,390504.6172222222
390848.27,1429760.13,390867.3672222222
390640.46,1431650.49,390659.5572222222
390640.46,1431650.5,390659.5572222222
391425.44,1431128.09,391444.5372222222
391425.44,1431128.1,391444.5372222222
391430.84,1431125.09,391449.9372222222
391797.52,1430389.51,391816.6172222222
393325.98,1430614.96,393345.0772222222
393320.94,1430613.01,393340.0372222222
393806.29,1430549.17,393825.38722222217
393811.45,1430544.02,393830.5472222222
392250.5,1430914.92,392269.5972222222
392239.14,1430920.36,392258.2372222222
392239.14,1430920.37,392258.2372222222
392353.4,1430980.6,392372.4972222222
392352.28,1430989.71,392371.3772222222
392352.28,1430989.72,392371.3772222222
0,0,-17976931348623157e292
389787.91,1429465.25,389807.00722222216
389781.24,1429468.37,389800.3372222222
390408.67,1429978.66,390427.7672222222
391789.54,1430354.63,391808.63722222217
391681.44,1430504.59,391700.5372222222
391876.28,1430396.41,391895.3772222222
392045.17,1430453.49,392064.2672222222
391889.55,1430548.97,391908.6472222222
0,0,-17976931348623157e292
391103,1430908.8,391122.0972222222
390064.98,1427209.87,390084.0772222222
389705.84,1427040.19,389724.9372222222
390483.21,1431264.71,390502.3072222222
390484.36,1431259.43,390503.4572222222
390870.36,1431057.97,390889.4572222222
390789.49,1431096.55,390808.5872222222
390867.77,1431054.64,390886.8672222222
390955.64,1430884.9,390974.7372222222
391045.14,1430921.31,391064.2372222222
391048.82,1430918.03,391067.9172222222
391047.52,1430924.49,391066.6172222222
391400.32,1430633.24,391419.4172222222
391358.91,1430664.95,391378.00722222216
391432.91,1430580.95,391452.00722222216
391492.4,1430489.88,391511.4972222222
391441.81,1430477.28,391460.9072222222
391668.31,1430244.76,391687.4072222222
390694.28,1431207.83,390713.3772222222
390621.52,1431167.34,390640.6172222222
390619.55,1431253.09,390638.6472222222
391311.32,1430732.6,391330.4172222222
392814.21,1427915.52,392833.3072222222
392832.61,1427890.23,392851.7072222222
392756.64,1427885.85,392775.7372222222
392417.88,1427776.97,392436.9772222222
391069.23,1430841.05,391088.3272222222
2189246.99,1423684.61,2189266.0872222222
2189503.39,1423585.91,2189522.487222222
2189701.76,1423526.04,2189720.857222222
2189407.67,1423741.07,2189426.767222222
2189786.89,1423637.14,2189805.987222222
391111.37,1430776.01,391130.4672222222
394939.04,1421366.75,394958.13722222217
391124.72,1430797.07,391143.81722222216
395080.32,1421453.46,395099.4172222222
395081.08,1421449.88,395100.1772222222
391146.62,1430766.51,391165.7172222222
391156.2,1430726.3,391175.2972222222
389893.74,1427431.72,389912.8372222222
390008.93,1427552.48,390028.0272222222
390020.46,1427487.53,390039.5572222222
389901.2,1427396.93,389920.2972222222
2188460,1429389,2188479.097222222
2190676,1420285,2190695.097222222
2190686,1420275,2190705.097222222
2191198,1421471,2191217.097222222
2191111,1421228,2191130.097222222
2191113,1420173,2191132.097222222
2191141,1420181,2191160.097222222
0,0,-17976931348623157e292
386679.82,1428451.65,386698.9172222222
386671.61,1430283.47,386690.7072222222
389097.88,1431719.21,389116.9772222222
386939.81,1431776.59,386958.9072222222
390147.09,1424064.59,390166.1872222222
387360.09,1424569.78,387379.1872222222
392354.49,1425771.17,392373.5872222222
386882.48,1429233.83,386901.5772222222
387251.47,1424698.75,387270.56722222216
390815.9,1421109.8,390834.9972222222
388229.2,1431969.9,388248.2972222222
390418.25,1428235.55,390437.3472222222
390416.14,1428224.26,390435.2372222222
388347.45,1426869.62,388366.5472222222
388344.68,1426860.97,388363.7772222222
386240.22,1427012.89,386259.31722222216
386245.61,1427020.45,386264.7072222222
386727.13,1430678.43,386746.2272222222
386717.78,1430674.08,386736.8772222222
386699.97,1431448.31,386719.06722222216
386707.18,1431453.19,386726.2772222222
388229.37,1431965.15,388248.4672222222
387399.1,1431472.3,387418.19722222217
387020.55,1431538.91,387039.6472222222
387115.56,1431403.12,387134.6572222222
387027.7,1430453.3,387046.7972222222
386814.65,1430273.25,386833.7472222222
386726.04,1430680.49,386745.13722222217
386886.74,1430925.14,386905.8372222222
386615.53,1431032.64,386634.6272222222
387366.7,1428912.4,387385.7972222222
386567.94,1427624.4,386587.0372222222
387319.31,1427386.41,387338.4072222222
386242.66,1427167.07,386261.75722222216
386573.17,1428008.6,386592.2672222222
386685.2,1429051.01,386704.2972222222
388369.87,1427269.7,388388.9672222222
388352.98,1426877.1,388372.0772222222
387952.52,1427085.43,387971.6172222222
389042.01,1426850.96,389061.1072222222
390024.93,1431438.81,390044.0272222222
390038.39,1431433.98,390057.4872222222
389087.9,1431755.5,389106.9972222222
389095.72,1431752.23,389114.81722222216
389076.57,1430510.25,389095.6672222222
389082.8,1430497.3,389101.8972222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
391456.33,1430511.68,391475.4272222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
391452.56,1430478.55,391471.6572222222
392400.08,1430907.28,392419.1772222222
395039.79,1429645.39,395058.88722222217
390207.88,1427393.65,390226.9772222222
390209.59,1427394.7,390228.6872222222
390213.3,1427396.52,390232.3972222222
390286.34,1427400.49,390305.4372222222
390283.71,1427403.98,390302.8072222222
390281.36,1427407.64,390300.4572222222
390366.98,1427256.28,390386.0772222222
390367.97,1427257.64,390387.06722222216
390370.88,1427261.02,390389.9772222222
390452.87,1427288.06,390471.9672222222
390453.76,1427291.83,390472.8572222222
390454.98,1427295.67,390474.0772222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
390859.13,1431063.93,390878.2272222222
392677.52,1428522.15,392696.6172222222
392745.83,1428154.64,392764.9272222222
390065.57,1427200.26,390084.6672222222
389854.89,1427523.09,389873.9872222222
389701.39,1427050.94,389720.4872222222
392438.24,1428288.28,392457.3372222222
392551.49,1428513,392570.5872222222
390525.82,1431288.15,390544.9172222222
390860.33,1431064.12,390879.4272222222
391036.98,1430933.27,391056.0772222222
391389.28,1430635.3,391408.3772222222
391496.17,1430501.68,391515.2672222222
391613.51,1430265.29,391632.6072222222
391153.92,1430837.93,391173.0172222222
390695.14,1431207.06,390714.2372222222
391306.52,1430738.61,391325.6172222222
392723.92,1428449.96,392743.0172222222
392566.74,1427750.1,392585.8372222222
392821.51,1427921.57,392840.6072222222
392416.95,1427758.51,392436.0472222222
392377.44,1428375.63,392396.5372222222
392616.32,1428377.64,392635.4172222222
392725.83,1428319.51,392744.9272222222
392529.12,1428330.12,392548.2172222222
392659.63,1428252.25,392678.7272222222
392505,1428385.23,392524.0972222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
391593.96,1431490.94,391613.0572222222
391204.3,1431209.49,391223.3972222222
391203.68,1431180.48,391222.7772222222
391203.69,1431180.48,391222.7872222222
391203.7,1431180.48,391222.7972222222
391220.25,1431186.94,391239.3472222222
392157.24,1431448.51,392176.3372222222
392158.24,1431449.51,392177.3372222222
391258.59,1432250.34,391277.6872222222
391299.74,1432222.91,391318.8372222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
390457.69,1431007.43,390476.7872222222
390436.32,1431045.53,390455.4172222222
390402.99,1431046.88,390422.0872222222
390382.64,1431046.19,390401.7372222222
390365.02,1431047.01,390384.1172222222
390423.17,1430963.91,390442.2672222222
390095.41,1431112.52,390114.50722222216
390214.91,1431074.37,390234.00722222216
390155.11,1431064.32,390174.2072222222
390598.37,1431109.62,390617.4672222222
390579.22,1431096.22,390598.31722222216
390558.02,1431104.2,390577.1172222222
390536.31,1431111.11,390555.4072222222
390514.31,1431117.37,390533.4072222222
390491.6,1431122.78,390510.69722222217
390469.23,1431127.17,390488.3272222222
390446.77,1431131.67,390465.8672222222
390423.58,1431135.57,390442.6772222222
390400.8,1431137.04,390419.8972222222
390341.78,1431180.16,390360.8772222222
390377.07,1431165.87,390396.1672222222
390370.57,1431204.18,390389.6672222222
390406.77,1431227.37,390425.8672222222
390431.61,1431243.95,390450.7072222222
390487.22,1431269.88,390506.31722222216
390537.98,1431282.08,390557.0772222222
390569.04,1431276.95,390588.13722222217
390604.47,1431262.31,390623.56722222216
390667.4,1431226.39,390686.4972222222
390662.46,1431171.56,390681.5572222222
390635.24,1431160.91,390654.3372222222
390700.77,1431182.52,390719.8672222222
390648.87,1431100.52,390667.9672222222
390618.05,1431136.19,390637.1472222222
390680.27,1431103.51,390699.3672222222
390539.24,1431186.75,390558.3372222222
390192,1431298,390211.0972222222
390521.78,1431213.2,390540.8772222222
390517.55,1431242.3,390536.6472222222
390413.33,1431195.74,390432.4272222222
390598.4,1431101.51,390617.4972222222
390348.39,1431165.84,390367.4872222222
390326.35,1431178.64,390345.44722222217
390342.27,1431195.57,390361.3672222222
390375.32,1431195.94,390394.4172222222
390408.54,1431222.58,390427.63722222217
390164,1431247,390183.0972222222
390228,1431170,390247.0972222222
390312,1431219,390331.0972222222
2186959.72,1430341.59,2186978.817222222
2186826.56,1430328.73,2186845.657222222
2186866.13,1430361.08,2186885.227222222
2186878.57,1430354.86,2186897.667222222
2186920.81,1430340.4,2186939.907222222
2186897.57,1430350.26,2186916.667222222
2191153.24,1422001.14,2191172.3372222222
2191146.13,1422036.95,2191165.227222222
2191185.7,1422011.99,2191204.797222222
2191177.13,1422120.39,2191196.227222222
2191300.71,1422001.01,2191319.807222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
389886.07,1429579.25,389905.1672222222
0,0,-17976931348623157e292
391495.21,1432194.96,391514.3072222222
392321.33,1430911.57,392340.4272222222
393730.77,1430370.2,393749.8672222222
391077.17,1431398.3,391096.2672222222
391421.85,1431157.02,391440.94722222217
390568.11,1427228.96,390587.2072222222
390989.5,1426969.16,391008.5972222222
392622.6,1427324.76,392641.69722222217
393744.76,1427174.5,393763.8572222222
2188739.16,1423221.54,2188758.257222222
2188754.89,1423216.91,2188773.987222222
2188763.17,1423244.23,2188782.267222222
2188698.2,1423206.98,2188717.297222222
2188681.11,1423123.55,2188700.207222222
2188716.72,1423270.15,2188735.817222222
2190739.74,1420587.87,2190758.8372222222
2190752.92,1420731.76,2190772.017222222
2190877.87,1420793.99,2190896.967222222
2190926.4,1420709.93,2190945.497222222
2190839.16,1420551.27,2190858.257222222
2190932.19,1420566.28,2190951.287222222
2190927.25,1420475.74,2190946.347222222
2188471.51,1429390.5,2188490.607222222
2188604.73,1429352.49,2188623.827222222
2188384.72,1429419.64,2188403.817222222
2188700.63,1429477.83,2188719.727222222
2188584.56,1429454.14,2188603.657222222
2188511.47,1429413.77,2188530.567222222
2187047.8,1430933.61,2187066.897222222
2187101.41,1430963.17,2187120.507222222
2187150.5,1430995.05,2187169.597222222
2187116.68,1431016.23,2187135.777222222
2187121.7,1430970.34,2187140.797222222
2187097.22,1431009.14,2187116.317222222
2187157.9,1430966.96,2187176.997222222
2187102.69,1431041.96,2187121.787222222
2187163.63,1430995.6,2187182.727222222
2187136.81,1431033.36,2187155.907222222
2187836.92,1429977.51,2187856.017222222
2187824.62,1429995.52,2187843.717222222
2187814.18,1430024.75,2187833.277222222
2187807.46,1429988.45,2187826.557222222
2187848.2,1430008.34,2187867.297222222
2186569.42,1429794.22,2186588.517222222
2186657.45,1429845.11,2186676.547222222
2186813.01,1429892.44,2186832.107222222
2186863.43,1429858.96,2186882.527222222
2186722.45,1429926.52,2186741.547222222
2186774.97,1429827.99,2186794.067222222
2186864.81,1429775.91,2186883.907222222
2187229.22,1429333.89,2187248.317222222
2187336.29,1429375.21,2187355.387222222
2187281.43,1429433.09,2187300.527222222
2187383.51,1429377.59,2187402.607222222
2187408.51,1429409.88,2187427.607222222
2187309.03,1429428.11,2187328.127222222
2186497.49,1429641.49,2186516.5872222222
390893.81,1431019.38,390912.9072222222
390893.31,1431019.38,390912.4072222222
390893.81,1431019.88,390912.9072222222
390937.92,1431013.3,390957.0172222222
390937.42,1431013.3,390956.5172222222
390975.39,1431022.73,390994.4872222222
390975.89,1431022.73,390994.9872222222
390975.39,1431022.23,390994.4872222222
390985.89,1430973.72,391004.9872222222
390985.39,1430973.72,391004.4872222222
390985.89,1430973.22,391004.9872222222
2186495.39,1429646.43,2186514.487222222
2186522.08,1429636.02,2186541.177222222
2186514.27,1429650.47,2186533.367222222
2186531.07,1429658.93,2186550.167222222
2186500.86,1429666.36,2186519.957222222
2186540.96,1429681.85,2186560.057222222
2186512.32,1429691.36,2186531.417222222
2186545.78,1429700.47,2186564.877222222
2186531.07,1429706.85,2186550.167222222
2186542.27,1429717.66,2186561.367222222
2186553.86,1429733.67,2186572.957222222
2186166.59,1427614.71,2186185.687222222
2186137.5,1427615.79,2186156.597222222
2186159.54,1427591.77,2186178.637222222
2186175.48,1427657.8,2186194.577222222
2186173.93,1427638.35,2186193.027222222
2191174.97,1420525.78,2191194.067222222
2191304.19,1420535.34,2191323.287222222
2191301.31,1420599.22,2191320.407222222
2191223.52,1420543.77,2191242.617222222
2191263.59,1420582.09,2191282.687222222
2191272.83,1420625.56,2191291.927222222
2191230.99,1420679.9,2191250.0872222222
2191214.69,1420509.28,2191233.787222222
2191332.6,1420507.1,2191351.697222222
2188256.8,1430253.21,2188275.897222222
2188154.21,1430199.95,2188173.307222222
2188230.64,1430006.59,2188249.737222222
2188230.45,1430234.39,2188249.547222222
2188172.72,1430191.85,2188191.817222222
2188283.4,1430261.73,2188302.497222222
2187557.71,1429078.87,2187576.807222222
2187618.31,1429100.81,2187637.407222222
2187708.98,1429133.85,2187728.077222222
2187623.1,1429055.19,2187642.197222222
2187629.35,1429180.19,2187648.447222222
2187682.47,1429055.71,2187701.567222222
2190358.13,1421053.92,2190377.227222222
2190445.25,1420910.5,2190464.347222222
2190465.55,1421134.37,2190484.647222222
2190497.76,1421100.32,2190516.857222222
2190359.42,1421025.76,2190378.517222222
2186477.26,1429558.26,2186496.357222222
2186504.13,1429573.2,2186523.227222222
2186515.05,1429602.55,2186534.147222222
2186481.98,1429619.09,2186501.077222222
2186486.67,1429634.58,2186505.767222222
2186507.37,1429628.2,2186526.467222222
2184409.39,1429097.68,2184428.487222222
2185603.14,1428742.12,2185622.237222222
2185994.8,1428632.34,2186013.897222222
2187140.65,1428993.92,2187159.747222222
2187320.37,1429129.83,2187339.467222222
2187496.74,1428982.36,2187515.8372222222
2187253.83,1429025.5,2187272.927222222
2187221.54,1429092.17,2187240.637222222
2187512.68,1429128.11,2187531.777222222
2186690.62,1428855.49,2186709.717222222
2186841.59,1429300.78,2186860.687222222
2187167.5,1429404.4,2187186.597222222
2186911.39,1430910.74,2186930.487222222
2186944.89,1430899.58,2186963.987222222
2187006.48,1430921.55,2187025.577222222
2186959.49,1430972.1,2186978.5872222222
2186967.35,1430956.34,2186986.447222222
2186947.96,1430952.4,2186967.057222222
2186795.12,1431013.98,2186814.217222222
2186847.97,1431029.62,2186867.067222222
2186869.1,1431006.38,2186888.197222222
2186972.67,1431055.23,2186991.767222222
2186987.09,1431254.48,2187006.187222222
2186966.42,1431203.2,2186985.517222222
2186917.54,1431160.84,2186936.637222222
2186957.55,1431160.31,2186976.647222222
2186942.71,1431175.16,2186961.807222222
2186975.23,1431119.87,2186994.327222222
2186982.45,1431117.87,2187001.547222222
2186979.24,1431121.08,2186998.3372222222
2186730.73,1431009.4,2186749.827222222
2186762.79,1431271.53,2186781.887222222
2186642.74,1431271.7,2186661.8372222222
2186659.06,1431228.64,2186678.157222222
2186636.66,1431248.43,2186655.757222222
2190277.44,1422685.27,2190296.537222222
2190558.41,1422668.49,2190577.507222222
2190026.87,1423194.6,2190045.967222222
2190542.62,1422975.1,2190561.717222222
2190135.09,1422981.61,2190154.187222222
2190181.13,1423026.2,2190200.227222222
2190183.5,1423116.71,2190202.597222222
2190107.84,1423111.1,2190126.937222222
2190081.21,1423018.62,2190100.307222222
2190114.84,1422977.99,2190133.937222222
2187235.3,1430166.23,2187254.397222222
2187266.18,1430190.75,2187285.277222222
2187271.65,1430164.13,2187290.747222222
2187298.6,1430180.66,2187317.697222222
2187271.86,1430229.62,2187290.957222222
2186020.01,1427708.32,2186039.107222222
2186124.92,1427671.14,2186144.017222222
2186208.38,1427727.34,2186227.477222222
2186258.58,1427910.65,2186277.677222222
2187172.83,1429184.71,2187191.927222222
2187284.32,1429299.53,2187303.417222222
2187425.95,1429209.71,2187445.047222222
2187279.35,1429329.67,2187298.447222222
2187235.6,1429265.09,2187254.697222222
2187254.87,1429195.3,2187273.967222222
2185808.15,1427597.92,2185827.247222222
2185843.77,1427567.52,2185862.867222222
2185862.31,1427586.56,2185881.407222222
2188447.08,1428082.56,2188466.177222222
2188489.99,1428097.81,2188509.0872222222
2188537.15,1428116.96,2188556.247222222
2188499.92,1428064.48,2188519.017222222
2188505.95,1428141.43,2188525.047222222
2188454.89,1428125.47,2188473.987222222
2188489.91,1428180.58,2188509.007222222
2188564.02,1428144.73,2188583.117222222
2188513.42,1428014.24,2188532.517222222
2188470.53,1428029.92,2188489.627222222
2188388.7,1428000.35,2188407.797222222
2188477.86,1428289.47,2188496.957222222
2188467.19,1427950.25,2188486.287222222
2188905.82,1427937.05,2188924.917222222
2188944.92,1427898.73,2188964.017222222
2188477.58,1428148.87,2188496.677222222
2188471.2,1428059.52,2188490.297222222
2186669.25,1430146.99,2186688.347222222
2186640.43,1430108.86,2186659.527222222
2186708.64,1430194.65,2186727.737222222
2186683.86,1430128.38,2186702.957222222
2186656.92,1430176.87,2186676.017222222
2186636.45,1430162.86,2186655.547222222
2186624.59,1430132.69,2186643.687222222
2186437.42,1427986.49,2186456.517222222
2186485.63,1427869.34,2186504.727222222
2186303.77,1427835.97,2186322.867222222
2186368.64,1427959.41,2186387.737222222
2186399.28,1427930.5,2186418.377222222
2186377.73,1427875.1,2186396.827222222
2186328.62,1427588.5,2186347.717222222
2186237.41,1427538.22,2186256.507222222
2186411.39,1427619.69,2186430.487222222
2186287.92,1427634.46,2186307.017222222
2186307.76,1427681.14,2186326.857222222
2186364.95,1427691.26,2186384.047222222
2186421.36,1427683.09,2186440.457222222
2186425.64,1427609.56,2186444.737222222
2186385.95,1427588.94,2186405.047222222
2186294.92,1427585.44,2186314.017222222
2187051.39,1427397.52,2187070.487222222
2187073.82,1427397.85,2187092.917222222
2187086.88,1427413.14,2187105.977222222
2191429.06,1421930.65,2191448.157222222
2191484.16,1421859.93,2191503.257222222
2191439.66,1421854.37,2191458.757222222
2191587.43,1421850.38,2191606.527222222
2191465.49,1421842.95,2191484.5872222222
2191467.17,1421828.66,2191486.267222222
2191517.61,1421812.69,2191536.707222222
2191612.61,1421782.42,2191631.707222222
2191634.89,1421719.95,2191653.987222222
2191718.48,1421661.03,2191737.577222222
2191886.75,1421689.16,2191905.847222222
390721,1430588,390740.0972222222
390730,1430618,390749.0972222222
390721,1430642,390740.0972222222
391188.68,1429956.51,391207.7772222222
391177.84,1429964.21,391196.9372222222
391175.5,1429977.05,391194.5972222222
391234.78,1429877.93,391253.8772222222
391194.09,1429973.17,391213.1872222222
391277.17,1429900.96,391296.2672222222
391257.04,1429834.72,391276.13722222217
391189.67,1429854.81,391208.7672222222
391228.59,1429959.48,391247.6872222222
391162.04,1429915.41,391181.13722222217
391155.86,1429991.43,391174.9572222222
391156.2,1430018.61,391175.2972222222
391185.69,1430004.35,391204.7872222222
391320.3,1429939.74,391339.3972222222
391331.76,1429856.33,391350.8572222222
391228.25,1429793.26,391247.3472222222
391154.86,1429820.42,391173.9572222222
391114.87,1429889.12,391133.9672222222
391113.1,1429976.02,391132.19722222217
391375.89,1429908.03,391394.9872222222
391391.69,1429971.06,391410.7872222222
391323.73,1430017.75,391342.8272222222
391111.87,1429815.52,391130.9672222222
390994.15,1429749.88,391013.2472222222
390871.67,1429685.09,390890.7672222222
391586.83,1429388.34,391605.9272222222
390460.95,1430461.27,390480.0472222222
390485.8,1430496.55,390504.8972222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
392657.01,1427140.67,392676.1072222222
392312.97,1427368.04,392332.06722222216
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
389886.75,1429648.08,389905.8472222222
389972.58,1429733.43,389991.6772222222
389923.02,1429716.93,389942.1172222222
389928.62,1429518.92,389947.7172222222
389945.66,1429575.86,389964.75722222216
389855.41,1429508.41,389874.50722222216
389876.5,1429571.13,389895.5972222222
389845.1,1429644.55,389864.19722222217
389873.26,1429623.16,389892.3572222222
394457.89,1420976.42,394476.9872222222
394465.87,1420956.04,394484.9672222222
394453.18,1420983.29,394472.2772222222
394473.77,1421012.61,394492.8672222222
2186115.51,1427592.47,2186134.607222222
2186099.03,1427596.93,2186118.127222222
2186137.23,1427561.17,2186156.327222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
